timestamp,step_length,traversal,cell_dir,effective_status,beauty_hash,beauty_png_count,beauty_exact_once,beauty_expected_pixels,beauty_pixels_written_once,beauty_pixels_unwritten,beauty_pixels_multi_written,traversal_expected_pixels,traversal_pixels_once,traversal_pixels_unwritten,traversal_pixels_multi_written,traversal_exact_once,changed_pixels_vs_row,band_pixels,band_percent,horizontal_band_score,vertical_band_score,max_horizontal_run_length,local_artifact_cluster_count,max_tile_local_run_length,corner_roi_required_precision,corner_roi_ownership_change_samples,corner_roi_collider_flip_samples,corner_roi_mean_max_risk,notes
2026-05-03T18:03:36Z,0.015,row,/home/bb/code/godot_xPRIMEray/output/tile_commit_traversal_repeatability/20260503T180206Z/run_b/beauty/step_0.015/row,0,36801b346c88070fae46e5609570295805d12662e253771b82b3ebcc634471fc,1,0,57600,1184,56416,0,57600,57600,0,0,1,0,0,0.0,0.0,0.014815,0,0,0,,,,,godot_shutdown_abort_after_harness_success
2026-05-03T18:04:04Z,0.015,tile,/home/bb/code/godot_xPRIMEray/output/tile_commit_traversal_repeatability/20260503T180206Z/run_b/beauty/step_0.015/tile,0,a156e86e0b7021661f428f51fa8c5bbb725c547b95e84293d625fb302a0577e7,1,0,57600,896,56704,0,57600,57600,0,0,1,384,32,0.0556,0.1,0.008642,32,1,16,,,,,godot_shutdown_abort_after_harness_success
