region_id,node_id,object_id,node_center_x,node_center_y,object_centroid_projected_x,object_centroid_projected_y,max_decision_risk,inner_high_risk_radius,outer_stable_radius,required_precision_label_inside_region,convergence_class_distribution,region_class,sample_count,high_risk_sample_count,stable_sample_count,sealed
155,155,geometry:25836914057,160,70,160,90,2.265024,28,,0.003125,threshold_snap:182,UNSEALED_NONCONVERGENT,182,182,0,no
156,156,geometry:25836914057,156,106,160,90,2.270861,32.249031,,0.003125,threshold_snap:214,UNSEALED_NONCONVERGENT,214,214,0,no
157,157,geometry:25836914057,152,102,160,90,2.270861,31.240999,,0.003125,threshold_snap:237,UNSEALED_NONCONVERGENT,237,237,0,no
158,158,geometry:25836914057,160,66,160,90,2.265024,28,,0.003125,threshold_snap:147,UNSEALED_NONCONVERGENT,147,147,0,no
159,159,geometry:25836914057,156,74,160,90,2.269688,32.249031,,0.003125,threshold_snap:214,UNSEALED_NONCONVERGENT,214,214,0,no
160,160,geometry:25836914057,152,98,160,90,2.270861,33.941125,,0.003125,threshold_snap:252,UNSEALED_NONCONVERGENT,252,252,0,no
161,161,geometry:25836914057,152,98,160,90,2.270861,33.941125,,0.003125,threshold_snap:252,UNSEALED_NONCONVERGENT,252,252,0,no
162,162,geometry:25836914057,152,98,160,90,2.270861,33.941125,,0.003125,threshold_snap:252,UNSEALED_NONCONVERGENT,252,252,0,no
163,163,geometry:25836914057,152,98,160,90,2.270861,33.941125,,0.003125,threshold_snap:252,UNSEALED_NONCONVERGENT,252,252,0,no
164,164,geometry:25836914057,152,98,160,90,2.270861,33.941125,,0.003125,threshold_snap:252,UNSEALED_NONCONVERGENT,252,252,0,no
165,165,geometry:25836914057,152,94,160,90,2.270861,36.878178,,0.003125,threshold_snap:265,UNSEALED_NONCONVERGENT,265,265,0,no
166,166,geometry:25836914057,152,94,160,90,2.270861,36.878178,,0.003125,threshold_snap:265,UNSEALED_NONCONVERGENT,265,265,0,no
167,167,geometry:25836914057,152,98,160,90,2.270861,33.941125,,0.003125,threshold_snap:252,UNSEALED_NONCONVERGENT,252,252,0,no
168,168,geometry:25836914057,152,98,160,90,2.270861,33.941125,,0.003125,threshold_snap:252,UNSEALED_NONCONVERGENT,252,252,0,no
169,169,geometry:25836914057,152,74,160,90,2.269688,28.84441,,0.003125,threshold_snap:205,UNSEALED_NONCONVERGENT,205,205,0,no
170,170,geometry:25836914057,152,74,160,90,2.269688,28.84441,,0.003125,threshold_snap:205,UNSEALED_NONCONVERGENT,205,205,0,no
171,171,geometry:25836914057,152,74,160,90,2.269688,28.84441,,0.003125,threshold_snap:205,UNSEALED_NONCONVERGENT,205,205,0,no
172,172,geometry:25836914057,156,70,160,90,2.269688,30.463092,,0.003125,threshold_snap:181,UNSEALED_NONCONVERGENT,181,181,0,no
173,173,geometry:25836914057,152,74,160,90,2.269688,28.84441,,0.003125,threshold_snap:205,UNSEALED_NONCONVERGENT,205,205,0,no
174,174,geometry:25836914057,152,90,160,90,2.263071,28.84441,,0.003125,threshold_snap:263,UNSEALED_NONCONVERGENT,263,263,0,no
175,175,geometry:25836914057,152,90,160,90,2.263071,28.84441,,0.003125,threshold_snap:263,UNSEALED_NONCONVERGENT,263,263,0,no
176,176,geometry:25836914057,152,90,160,90,2.263071,28.84441,,0.003125,threshold_snap:263,UNSEALED_NONCONVERGENT,263,263,0,no
177,177,geometry:25836914057,152,90,160,90,2.263071,28.84441,,0.003125,threshold_snap:263,UNSEALED_NONCONVERGENT,263,263,0,no
178,178,geometry:25836914057,152,90,160,90,2.263071,28.84441,,0.003125,threshold_snap:263,UNSEALED_NONCONVERGENT,263,263,0,no
179,179,geometry:25836914057,164,110,160,90,2.265004,27.856777,,0.003125,threshold_snap:153,UNSEALED_NONCONVERGENT,153,153,0,no
180,180,geometry:25836914057,160,74,160,90,2.265007,28,,0.003125,threshold_snap:200,UNSEALED_NONCONVERGENT,200,200,0,no
181,181,geometry:25836914057,160,74,160,90,2.265007,28,,0.003125,threshold_snap:200,UNSEALED_NONCONVERGENT,200,200,0,no
182,182,geometry:25836914057,160,74,160,90,2.265007,28,,0.003125,threshold_snap:200,UNSEALED_NONCONVERGENT,200,200,0,no
183,183,geometry:25836914057,160,74,160,90,2.265007,28,,0.003125,threshold_snap:200,UNSEALED_NONCONVERGENT,200,200,0,no
184,184,geometry:25836914057,160,74,160,90,2.265007,28,,0.003125,threshold_snap:200,UNSEALED_NONCONVERGENT,200,200,0,no
185,185,geometry:25836914057,156,82,160,90,2.269688,36.878178,,0.003125,threshold_snap:249,UNSEALED_NONCONVERGENT,249,249,0,no
186,186,geometry:25836914057,152,86,160,90,2.269688,36.878178,,0.003125,threshold_snap:265,UNSEALED_NONCONVERGENT,265,265,0,no
187,187,geometry:25836914057,168,66,160,90,2.265004,27.856777,,0.003125,threshold_snap:122,UNSEALED_NONCONVERGENT,122,122,0,no
188,188,geometry:25836914057,152,86,160,90,2.269688,36.878178,,0.003125,threshold_snap:265,UNSEALED_NONCONVERGENT,265,265,0,no
