timestamp,step_length,traversal,cell_dir,effective_status,beauty_hash,band_pixels,band_percent,horizontal_band_score,vertical_band_score,changed_pixels_vs_row_baseline,corner_roi_required_precision,corner_roi_collider_flip_samples,corner_roi_ownership_change_samples,corner_roi_mean_max_risk,notes
2026-05-03T13:43:19Z,0.015,column,/home/bb/code/godot_xPRIMEray/output/first_pass_traversal_comparison/20260503T134229Z/step_0.015/column,0,e2030f1e467494ccffcb62bc8cdd0d8ccac68ecd4291025f1980c9962f3707d1,68,0.1181,0.10625,0.04321,448,0.003125,360,360,3.839575,clean_exit
2026-05-03T13:42:53Z,0.015,row,/home/bb/code/godot_xPRIMEray/output/first_pass_traversal_comparison/20260503T134229Z/step_0.015/row,0,934b0ed824af31b9ee9c40e2eaf8b63695e74c64e0f05c756774d60f7af8f222,34,0.059,0.10625,0.047531,0,0.003125,360,360,3.839575,clean_exit
