node_id,transport_signature,had_hit,collider_id,domain_id,boundary_event_bucket,area_px,centroid_x,centroid_y,bbox_x0,bbox_y0,bbox_x1,bbox_y1,mean_hit_distance,mean_path_length,mean_step_count,mean_boundary_event_count,mean_normal_x,mean_normal_y,mean_normal_z,is_unresolved_island_member,precision_floor_label,epsilon_stable_area_px,source_step_length,traversal,stride
0,1|26206012821|0|0,1,26206012821,0,0,294,48.5,1.0,0,0,97,2,6.293829,6.293829,700.0,0.0,1.0,0.0,0.0,0,,,0.015,row,1
1,1|26105349517|0|0,1,26105349517,0,0,1238,306.212439,0.924071,98,0,541,2,5.933945,5.933945,700.0,0.0,0.0,0.0,1.0,0,,,0.015,row,1
2,1|26256344472|0|0,1,26256344472,0,0,196,590.5,0.5,542,0,639,1,6.297658,6.297658,700.0,0.0,-1.0,0.0,0.0,0,,,0.015,row,1
3,0|0|0|0,0,0,0,0,15552,322.265432,14.345679,0,2,639,26,0.0,,0.0,0.0,,,,0,,,0.015,row,1
4,1|26206012821|0|0,1,26206012821,0,0,201,49.751244,27.502488,0,27,100,28,6.118997,6.118997,700.0,0.0,1.0,0.0,0.0,0,,,0.015,row,1
5,1|26105349517|0|0,1,26105349517,0,0,878,319.5,27.498861,100,27,539,28,5.719774,5.719774,700.0,0.0,0.0,0.0,1.0,0,,,0.015,row,1
6,1|26256344472|0|0,1,26256344472,0,0,105,587.190476,27.047619,539,27,639,28,6.14839,6.14839,700.0,0.0,-1.0,0.0,0.0,0,,,0.015,row,1
7,0|0|0|0,0,0,0,0,211936,319.623207,193.924807,0,28,639,359,0.0,,0.0,0.0,,,,0,,,0.015,row,1
