edge_id,node_a,node_b,seam_length_px,mean_continuity_discontinuity_score,max_continuity_discontinuity_score,collider_flip_count,domain_flip_count,path_length_delta_mean,path_length_delta_max,step_count_delta_mean,step_count_delta_max,boundary_event_delta_mean,boundary_event_delta_max
1,0,1,394,2.992761,3.0,394,0,3.51358,6.633223,574.314721,700.0,0.0,0.0
2,0,2,394,2.992747,3.0,394,0,3.519978,6.659313,573.324873,700.0,0.0,0.0
3,0,3,394,2.99274,3.0,394,0,3.527667,6.683813,572.829949,700.0,0.0,0.0
4,0,4,172,2.983572,3.0,172,0,3.186856,6.706607,569.186047,700.0,0.0,0.0
5,0,5,52,3.0,3.0,52,0,,,580.0,700.0,0.0,0.0
6,0,6,170,3.0,3.0,170,0,4.065464,6.706607,573.176471,700.0,0.0,0.0
7,0,7,172,2.98359,3.0,172,0,3.196389,6.727722,568.69186,700.0,0.0,0.0
8,0,8,52,3.0,3.0,52,0,,,579.5,700.0,0.0,0.0
9,0,9,170,3.0,3.0,170,0,4.078001,6.727722,572.682353,700.0,0.0,0.0
10,0,10,172,2.98361,3.0,172,0,3.205894,6.74713,568.69186,700.0,0.0,0.0
11,0,11,52,3.0,3.0,52,0,,,579.5,700.0,0.0,0.0
12,0,12,170,3.0,3.0,170,0,4.090085,6.74713,572.682353,700.0,0.0,0.0
13,0,13,172,2.983633,3.0,172,0,3.215116,6.764846,568.197674,700.0,0.0,0.0
14,0,14,52,3.0,3.0,52,0,,,579.0,700.0,0.0,0.0
15,0,15,170,3.0,3.0,170,0,4.101539,6.764846,572.188235,700.0,0.0,0.0
16,0,16,172,2.983657,3.0,172,0,3.223828,6.780802,568.197674,700.0,0.0,0.0
17,0,17,52,3.0,3.0,52,0,,,579.0,700.0,0.0,0.0
18,0,18,170,3.0,3.0,170,0,4.112167,6.780802,572.188235,700.0,0.0,0.0
19,0,19,88,2.968446,3.0,88,0,3.231825,6.795112,557.397727,700.0,0.0,0.0
20,0,20,10,3.0,3.0,10,0,,,578.5,700.0,0.0,0.0
21,0,21,74,3.0,3.0,74,0,,,578.5,700.0,0.0,0.0
22,0,22,52,3.0,3.0,52,0,,,578.5,700.0,0.0,0.0
23,0,23,170,3.0,3.0,170,0,4.12185,6.795112,571.694118,700.0,0.0,0.0
24,0,24,172,2.9837,3.0,172,0,3.238971,6.807629,567.703488,700.0,0.0,0.0
25,0,25,52,3.0,3.0,52,0,,,578.5,700.0,0.0,0.0
26,0,26,170,3.0,3.0,170,0,4.130443,6.807629,571.694118,700.0,0.0,0.0
27,0,27,172,2.983717,3.0,172,0,3.245107,6.818413,567.703488,700.0,0.0,0.0
28,0,28,52,3.0,3.0,52,0,,,578.5,700.0,0.0,0.0
29,0,29,170,3.0,3.0,170,0,4.137859,6.818413,571.694118,700.0,0.0,0.0
30,0,30,172,2.983731,3.0,172,0,3.250116,6.827419,567.209302,700.0,0.0,0.0
31,0,31,52,3.0,3.0,52,0,,,578.0,700.0,0.0,0.0
32,0,32,170,3.0,3.0,170,0,4.143973,6.827419,571.2,700.0,0.0,0.0
33,0,33,172,2.98374,3.0,172,0,3.253936,6.834731,567.209302,700.0,0.0,0.0
34,0,34,52,3.0,3.0,52,0,,,578.0,700.0,0.0,0.0
35,0,35,170,3.0,3.0,170,0,4.148769,6.834731,571.2,700.0,0.0,0.0
36,0,36,172,2.983745,3.0,172,0,3.075145,6.296431,555.488372,676.0,0.0,0.0
37,0,37,52,3.0,3.0,52,0,,,566.0,676.0,0.0,0.0
38,0,38,170,3.0,3.0,170,0,3.880219,6.296431,559.341176,676.0,0.0,0.0
