timestamp,step_length,traversal,cell_dir,effective_status,beauty_hash,beauty_png_count,beauty_exact_once,beauty_expected_pixels,beauty_pixels_written_once,beauty_pixels_unwritten,beauty_pixels_multi_written,traversal_expected_pixels,traversal_pixels_once,traversal_pixels_unwritten,traversal_pixels_multi_written,traversal_exact_once,changed_pixels_vs_row,band_pixels,band_percent,horizontal_band_score,vertical_band_score,max_horizontal_run_length,local_artifact_cluster_count,max_tile_local_run_length,corner_roi_required_precision,corner_roi_ownership_change_samples,corner_roi_collider_flip_samples,corner_roi_mean_max_risk,notes
2026-05-03T18:15:10Z,0.015,row,/home/bb/code/godot_xPRIMEray/output/tile_commit_traversal_repeatability/20260503T181441Z/run_a/beauty/step_0.015/row,0,e2030f1e467494ccffcb62bc8cdd0d8ccac68ecd4291025f1980c9962f3707d1,1,0,57600,928,56672,0,57600,57600,0,0,1,0,64,0.1111,0.1,0.009877,32,2,16,,,,,godot_shutdown_abort_after_harness_success
2026-05-03T18:15:39Z,0.015,tile,/home/bb/code/godot_xPRIMEray/output/tile_commit_traversal_repeatability/20260503T181441Z/run_a/beauty/step_0.015/tile,0,93414d8077e3b6ca6f4609976a906dcf3f50bc3fb5ef54f6f48ee88d8e7709bd,1,0,57600,960,56640,0,57600,57600,0,0,1,32,64,0.1111,0.1,0.012698,32,2,16,,,,,godot_shutdown_abort_after_harness_success
