frame_index,render_time,field_tick_index,phase,electron_count,atomic_preset,orbital_radius,curvature_strength,modulation_depth,hit_pixels,miss_pixels,budget_exhausted_pixels,mean_steps_per_pixel,max_steps_per_pixel,mean_density_sampled,max_density_sampled,mean_curvature_magnitude,max_curvature_magnitude
0,0.355,0,0,1,hydrogen,3.5,0.002,0,120,0,0,0,0,0.137354,1,0,0
