edge_id,node_a,node_b,seam_length_px,collider_flip_count,domain_flip_count,boundary_event_flip_count,mean_continuity_discontinuity_score,max_continuity_discontinuity_score,mean_hit_distance_delta,max_hit_distance_delta,mean_path_length_delta,max_path_length_delta,mean_step_count_delta,max_step_count_delta,mean_normal_angle_delta,max_normal_angle_delta,unresolved_sample_count_on_seam,ownership_transition_count,edge_stability_class
1,0,1,24,24,0,0,2.023538,2.05304,0.058844,0.132601,0.058844,0.132601,0.0,0.0,90.0,90.0,0,0,precision_sensitive
2,0,3,14,14,0,0,,,5.636635,6.152813,,,700.0,700.0,0.0,0.0,0,0,unknown
3,1,2,24,24,0,0,2.023538,2.05304,0.058845,0.132601,0.058845,0.132601,0.0,0.0,90.0,90.0,0,0,precision_sensitive
4,1,3,52,52,0,0,,,5.060502,6.181692,,,700.0,700.0,0.0,0.0,0,0,unknown
5,2,3,14,14,0,0,,,5.636635,6.152813,,,700.0,700.0,0.0,0.0,0,0,unknown
