x,y,classification,first_stable_step,max_decision_risk,max_path_length_delta,max_normal_angle_delta,ownership_transition,stable_at_0.00625,stable_at_0.003125,risk_0.00625,risk_0.003125,path_delta_0.00625,path_delta_0.003125,normal_delta_0.00625,normal_delta_0.003125
45,28,stable,0.02,0.001987,0.015713,0.0,0,1,1,0.000319,0.000386,0.001651,0.001938,0.0,0.0
45,29,stable,0.02,0.001583,0.012943,0.0,0,1,1,0.000243,0.000307,0.001649,0.001936,0.0,0.0
45,30,stable,0.015,0.001923,0.01499,0.0,0,1,1,0.00044,0.000489,0.002428,0.002715,0.0,0.0
45,31,stable,0.02,0.002126,0.01724,0.0,0,1,1,0.000364,0.000446,0.002426,0.002713,0.0,0.0
45,32,stable,0.02,0.001397,0.011458,0.0,0,1,1,0.000317,0.00038,0.002424,0.002711,0.0,0.0
45,33,stable,0.015,0.001872,0.014516,0.0,0,1,1,0.000533,0.000605,0.003203,0.00349,0.0,0.0
45,34,stable,0.02,0.001358,0.010791,0.0,0,1,1,0.000447,0.000534,0.003201,0.003489,0.0,0.0
45,35,stable,0.02,0.001254,0.010176,0.0,0,1,1,0.000332,0.000419,0.002419,0.002706,0.0,0.0
45,36,stable,0.016,0.001731,0.013264,0.0,0,1,1,0.000525,0.000612,0.003198,0.003485,0.0,0.0
45,37,stable,0.018,0.002462,0.019509,0.0,0,1,1,0.00053,0.000602,0.003196,0.003483,0.0,0.0
45,38,stable,0.02,0.001645,0.012921,0.0,0,1,1,0.000392,0.000456,0.002413,0.0027,0.0,0.0
45,39,stable,0.016,0.001915,0.015427,0.0,0,1,1,0.000268,0.000352,0.00163,0.001917,0.0,0.0
45,40,stable,0.016,0.002199,0.017915,0.0,0,1,1,0.00017,0.000223,0.000847,0.001134,0.0,0.0
45,41,stable,0.02,0.001638,0.013324,0.0,0,1,1,0.000794,0.000491,0.006314,0.003476,0.0,0.0
45,42,stable,0.02,0.001354,0.011004,0.0,0,1,1,0.000608,0.000305,0.00475,0.001912,0.0,0.0
46,26,stable,0.018,0.001436,0.011559,0.0,0,1,1,0.000539,0.000258,0.003998,0.00116,0.0,0.0
46,27,stable,0.015,0.002338,0.018588,0.0,0,1,1,0.000711,0.000395,0.004777,0.001939,0.0,0.0
46,28,stable,0.02,0.001223,0.009819,0.0,0,1,1,0.000632,0.000317,0.004775,0.001937,0.0,0.0
46,29,stable,0.018,0.001641,0.012647,0.0,0,1,1,0.000896,0.00058,0.006335,0.003497,0.0,0.0
46,30,stable,0.015,0.002312,0.018895,0.0,0,1,1,0.000823,0.000503,0.006333,0.003495,0.0,0.0
46,31,stable,0.02,0.002053,0.015907,0.0,0,1,1,0.001013,0.000716,0.007113,0.004274,0.0,0.0
46,32,stable,0.015,0.001564,0.012173,0.0,0,1,1,0.000228,0.000281,0.00086,0.001147,0.0,0.0
46,33,stable,0.016,0.00226,0.018421,0.0,0,1,1,0.000182,0.000251,0.000858,0.001145,0.0,0.0
46,34,stable,0.02,0.001272,0.009395,0.0,0,1,1,0.000348,0.000431,0.001637,0.001925,0.0,0.0
46,35,stable,0.014,0.00189,0.014862,0.0,0,1,1,0.000228,0.000315,0.000854,0.001142,0.0,0.0
46,36,stable,0.016,0.002025,0.016388,0.0,0,1,1,7.7e-05,0.000163,7.2e-05,0.000359,0.0,0.0
46,37,stable,0.02,0.00157,0.01262,0.0,0,1,1,0.000821,0.000523,0.00632,0.003482,0.0,0.0
46,38,stable,0.02,0.00159,0.013083,0.0,0,1,1,0.000684,0.000377,0.005537,0.002699,0.0,0.0
46,39,stable,0.016,0.002195,0.017134,0.0,0,1,1,0.000901,0.000614,0.006316,0.003478,0.0,0.0
46,40,stable,0.018,0.002594,0.020597,0.0,0,1,1,0.000803,0.000485,0.005533,0.002695,0.0,0.0
46,41,stable,0.02,0.002041,0.016047,0.0,0,1,1,0.000685,0.000381,0.00475,0.001912,0.0,0.0
46,42,stable,0.016,0.001887,0.014755,0.0,0,1,1,0.000498,0.000566,0.003186,0.003473,0.0,0.0
47,26,stable,0.016,0.002082,0.016245,0.0,0,1,1,0.000461,0.000533,0.002434,0.002721,0.0,0.0
47,27,stable,0.02,0.002016,0.016494,0.0,0,1,1,0.000354,0.000441,0.002432,0.002719,0.0,0.0
47,28,stable,0.02,0.001866,0.014505,0.0,0,1,1,0.000532,0.000581,0.003211,0.003498,0.0,0.0
47,29,stable,0.015,0.00194,0.015771,0.0,0,1,1,0.000456,0.000136,0.003209,0.000371,0.0,0.0
47,30,stable,0.02,0.001764,0.013564,0.0,0,1,1,0.000717,0.000432,0.004769,0.001931,0.0,0.0
47,31,stable,0.02,0.001732,0.013802,0.0,0,1,1,0.000664,0.000363,0.004767,0.001929,0.0,0.0
47,32,stable,0.014,0.001861,0.015297,0.0,0,1,1,0.000524,0.000204,0.003984,0.001146,0.0,0.0
47,33,stable,0.02,0.00158,0.012299,0.0,0,1,1,0.000683,0.000382,0.004764,0.001925,0.0,0.0
47,34,stable,0.02,0.001571,0.012519,0.0,0,1,1,0.00064,0.000353,0.004762,0.001924,0.0,0.0
47,35,stable,0.016,0.001822,0.014826,0.0,0,1,1,0.000618,0.000331,0.00476,0.001922,0.0,0.0
47,36,stable,0.02,0.001479,0.011058,0.0,0,1,1,0.000718,0.000431,0.004758,0.00192,0.0,0.0
47,37,stable,0.02,0.001963,0.015265,0.0,0,1,1,0.000718,0.000419,0.004756,0.001918,0.0,0.0
47,38,stable,0.016,0.001878,0.014791,0.0,0,1,1,0.00058,0.000273,0.003973,0.001135,0.0,0.0
47,39,stable,0.018,0.002254,0.018254,0.0,0,1,1,0.000451,0.000536,0.00319,0.003477,0.0,0.0
47,40,stable,0.02,0.001922,0.015667,0.0,0,1,1,0.000353,0.000406,0.002407,0.002694,0.0,0.0
47,41,stable,0.02,0.001621,0.013193,0.0,0,1,1,0.000235,0.000303,0.001624,0.001911,0.0,0.0
47,42,stable,0.018,0.001792,0.014656,0.0,0,1,1,0.00014,0.000209,0.000841,0.001128,0.0,0.0
48,26,stable,0.015,0.002384,0.019369,0.0,0,1,1,0.000754,0.000454,0.005558,0.00272,0.0,0.0
48,27,stable,0.02,0.001604,0.012162,0.0,0,1,1,0.001013,0.000717,0.007118,0.00428,0.0,0.0
48,28,stable,0.018,0.001666,0.013428,0.0,0,1,1,0.000176,0.000259,0.000866,0.001153,0.0,0.0
48,29,stable,0.014,0.002575,0.020457,0.0,0,1,1,0.000347,0.000431,0.001645,0.001932,0.0,0.0
48,30,stable,0.02,0.001353,0.010677,0.0,0,1,1,0.00029,0.000362,0.001643,0.00193,0.0,0.0
48,31,stable,0.015,0.001568,0.012954,0.0,0,1,1,0.000219,0.000285,0.001641,0.001928,0.0,0.0
48,32,stable,0.016,0.002501,0.019983,0.0,0,1,1,0.000413,0.000501,0.00242,0.002707,0.0,0.0
48,33,stable,0.02,0.001256,0.010176,0.0,0,1,1,0.000334,0.000398,0.002419,0.002706,0.0,0.0
48,34,stable,0.016,0.001749,0.013264,0.0,0,1,1,0.000556,0.000625,0.003198,0.003485,0.0,0.0
48,35,stable,0.018,0.002459,0.019509,0.0,0,1,1,0.000529,0.000602,0.003196,0.003483,0.0,0.0
48,36,stable,0.02,0.00162,0.012921,0.0,0,1,1,0.00038,0.000453,0.002413,0.0027,0.0,0.0
48,37,stable,0.016,0.001564,0.012447,0.0,0,1,1,0.000275,0.000343,0.00163,0.001917,0.0,0.0
48,38,stable,0.018,0.001939,0.015911,0.0,0,1,1,0.000149,0.000202,0.000847,0.001134,0.0,0.0
48,39,stable,0.02,0.001936,0.014886,0.0,0,1,1,0.000348,0.000431,0.001626,0.001913,0.0,0.0
48,40,stable,0.02,0.001627,0.012412,0.0,0,1,1,0.000992,0.000301,0.007093,0.00113,0.0,0.0
48,41,stable,0.016,0.002264,0.017879,0.0,0,1,1,0.000878,0.000571,0.00631,0.003472,0.0,0.0
48,42,stable,0.018,0.002435,0.019342,0.0,0,1,1,0.000779,0.000475,0.005527,0.002689,0.0,0.0
