timestamp,phase,step_length,mode,stride,cell_dir,effective_status,beauty_hash,band_pixels,band_percent,horizontal_band_score,mean_band_run_length_by_row,max_contiguous_horizontal_band_width,row_band_coverage_percent,band_pixels_by_y_mod_stride,band_pixels_by_row_group,corner_edge_fill_proxy,basin_count,stable_basin_count,unstable_seam_count,mean_local_coherence_score,mean_transport_entropy,max_manifold_fragmentation_count,scheduler_resonance_seam_count,minimum_precision_floor,probe_sample_count,probe_runtime_ms,max_centers_used,centers_skipped_due_to_budget,rows_written,notes
2026-05-03T00:23:59Z,C_coherence_basin_if_time,0.015,coherence_basin_on,2,/home/bb/code/godot_xPRIMEray/output/doe_scheduler_resonance/20260503T002332Z/phase_C_coherence_basin_if_time/step_0.015/coherence_basin_on_stride_2,0,1235ab34085f27e39ac8faa12a70b0142911ed4dfaa70203b8a1c6eb2563b7a9,760,1.3194,0.0625,11.176,27,21.1111,"[334,426]","[0,0,0,0,108,272,248,132,0,0,0,0]",0,8,8,0,1,0,0,0,0.003125,1156,5138,8,33,1156,clean_exit
