timestamp,fixture_id,commit_hash,transport_model,requested_stepLength,requested_min_stepLength,requested_turnThreshold,requested_errorTolerance,steps_per_ray,effective_stepLength,effective_min_stepLength,effective_turnThreshold,effective_errorTolerance,status,capture_succeeded,launch_audit_status,guard_progress,forcedAdvance,processed_rows,total_rows_considered,total_rows_processed,total_rows_skipped,processed_row_start,processed_row_end,zero_hit_rows,row_participation_summary,runtime_fingerprint,traced_pixels,runtime,source_hits,miss_hits,backgroundHits,useful_hit_ratio,ssim_vs_baseline,mad_vs_baseline,image_width,image_height,visual_tag,decision_tag,runtime_fingerprint_present,assembly_timestamp_present,effective_step_matches_requested,row_diagnostics_present,scheduler_clean,run_verified
2026-03-22T21-58-09,fixture_004,4a6317b6dd9a3b351de223145708523ef31fcb43,GRIN_Optical,0.04,,2.4,0.01,350,0.04,0.04,2.4,0.01,ok,true,ok,0,0,164,164,164,0,0,163,124,"proc=0-163|skip=-|zero=32-131,140-163",fixture004_runtime_fingerprint_v1_git_4a6317b6dd9a_utc_20260323T025816Z_sha_cd9160e5937ebbb1,70720,30.589,359,70361,0,0.005076357466063349,,,480,270,diagnostic_flat,,true,true,true,true,true,true
2026-03-23T07-54-28,fixture_004,4a6317b6dd9a3b351de223145708523ef31fcb43,GRIN_Optical,0.04,,2.4,0.01,350,0.04,0.04,2.4,0.01,ok,true,ok,0,0,164,164,164,0,0,163,156,"proc=0-163|skip=-|zero=0-131,140-163",fixture004_runtime_fingerprint_v1_git_4a6317b6dd9a_utc_20260323T125435Z_sha_cd9160e5937ebbb1,62880,31.151,51,62829,0,0.0008110687022900763,,,480,270,diagnostic_flat,,true,true,true,true,true,true
2026-03-23T19-44-02,fixture_004,4a6317b6dd9a3b351de223145708523ef31fcb43,GRIN_Optical,0.04,,2.4,0.01,350,0.04,0.04,2.4,0.01,ok,true,ok,0,0,164,164,164,0,0,163,124,"proc=0-163|skip=-|zero=32-131,140-163",fixture004_runtime_fingerprint_v1_git_4a6317b6dd9a_utc_20260324T004410Z_sha_cd9160e5937ebbb1,70944,30.004,366,70578,0,0.005158998646820027,,,480,270,diagnostic_flat,,true,true,true,true,true,true
2026-03-23T19-50-42,fixture_004,4a6317b6dd9a3b351de223145708523ef31fcb43,GRIN_Optical,0.04,,2.4,0.01,350,0.04,0.04,2.4,0.01,ok,true,ok,0,0,164,164,164,0,0,163,60,"proc=0-163|skip=-|zero=36-43,88-123,148-163",fixture004_runtime_fingerprint_v1_git_4a6317b6dd9a_utc_20260324T005048Z_sha_cd9160e5937ebbb1,67616,29.354,519,67097,0,0.007675698059630857,,,480,270,diagnostic_flat,,true,true,true,true,true,true
2026-03-23T19-54-41,fixture_004,4a6317b6dd9a3b351de223145708523ef31fcb43,GRIN_Optical,0.04,,2.4,0.01,350,0.04,0.04,2.4,0.01,ok,true,ok,0,0,164,164,164,0,0,163,128,"proc=0-163|skip=-|zero=0-111,120-127,144-147,160-163",fixture004_runtime_fingerprint_v1_git_4a6317b6dd9a_utc_20260324T005446Z_sha_cd9160e5937ebbb1,70912,29.344,150,70762,0,0.002115297833935018,,,480,270,diagnostic_flat,,true,true,true,true,true,true
2026-03-23T21-27-29,fixture_004,24fc3ed24e37e24b2e99c5bb6eebf43e2dfc3d73,GRIN_Optical,0.04,,2.4,0.01,350,0.04,0.04,2.4,0.01,ok,true,ok,0,0,164,164,164,0,0,163,132,"proc=0-163|skip=-|zero=0-115,124-127,144-147,156-163",fixture004_runtime_fingerprint_v1_git_24fc3ed24e37_utc_20260324T022735Z_sha_cd9160e5937ebbb1,71712,29.848,135,71577,0,0.0018825301204819277,,,480,270,diagnostic_flat,,true,true,true,true,true,true
2026-03-23T21-35-57,fixture_004,24fc3ed24e37e24b2e99c5bb6eebf43e2dfc3d73,GRIN_Optical,0.04,,2.4,0.01,350,0.04,0.04,2.4,0.01,ok,true,ok,1,1,172,164,164,0,0,171,96,"proc=0-7,16-171|skip=-|zero=0-7,16-59,100-119,148-171",fixture004_runtime_fingerprint_v1_git_24fc3ed24e37_utc_20260324T023603Z_sha_cd9160e5937ebbb1,73248,29.624,1986,71262,0,0.027113368283093055,,,480,270,diagnostic_flat,,true,true,true,true,false,false
2026-03-23T21-38-14,fixture_004,24fc3ed24e37e24b2e99c5bb6eebf43e2dfc3d73,GRIN_Optical,0.04,,2.4,0.01,350,0.04,0.04,2.4,0.01,ok,true,ok,1,1,172,164,164,0,0,171,136,"proc=0-7,16-171|skip=-|zero=0-7,16-119,148-171",fixture004_runtime_fingerprint_v1_git_24fc3ed24e37_utc_20260324T023819Z_sha_cd9160e5937ebbb1,71968,29.458,882,71086,0,0.012255446865273455,,,480,270,diagnostic_flat,,true,true,true,true,false,false
2026-03-23T21-39-16,fixture_004,24fc3ed24e37e24b2e99c5bb6eebf43e2dfc3d73,GRIN_Optical,0.04,,2.4,0.01,350,0.04,0.04,2.4,0.01,ok,true,ok,1,1,172,164,164,0,0,171,136,"proc=0-7,16-171|skip=-|zero=0-7,16-119,148-171",fixture004_runtime_fingerprint_v1_git_24fc3ed24e37_utc_20260324T023921Z_sha_cd9160e5937ebbb1,70272,29.722,881,69391,0,0.012536999089253188,,,480,270,diagnostic_flat,,true,true,true,true,false,false
2026-03-23T21-40-43,fixture_004,24fc3ed24e37e24b2e99c5bb6eebf43e2dfc3d73,GRIN_Optical,0.04,,2.4,0.01,350,0.04,0.04,2.4,0.01,ok,true,ok,0,0,164,164,164,0,0,163,136,"proc=0-163|skip=-|zero=0-119,148-163",fixture004_runtime_fingerprint_v1_git_24fc3ed24e37_utc_20260324T024048Z_sha_cd9160e5937ebbb1,69824,29.384,888,68936,0,0.01271769019248396,,,480,270,diagnostic_flat,,true,true,true,true,true,true
2026-03-23T21-42-16,fixture_004,24fc3ed24e37e24b2e99c5bb6eebf43e2dfc3d73,GRIN_Optical,0.04,,2.4,0.01,350,0.04,0.04,2.4,0.01,ok,true,ok,0,0,164,164,164,0,0,163,156,"proc=0-163|skip=-|zero=0-131,140-163",fixture004_runtime_fingerprint_v1_git_24fc3ed24e37_utc_20260324T024222Z_sha_cd9160e5937ebbb1,72288,29.425,42,72246,0,0.0005810092961487384,,,480,270,diagnostic_flat,,true,true,true,true,true,true
2026-03-26T21-14-34,fixture_001,4c0a78738ededcdab9e27f08d1266235b6db7ca8,GRIN_Optical,,,,,350,0.05,0.05,4,0.01,ok,true,ok,0,0,164,164,164,0,0,163,0,proc=0-163|skip=-|zero=-,fixture001_runtime_fingerprint_v1_git_4c0a78738ede_utc_20260327T021441Z_sha_41b5740aa534f43b,48864,30.491,2364,46500,0,0.04837917485265226,0.026181798094592257,150.43063,480,270,diagnostic_flat,,true,true,false,true,true,false
2026-03-26T21-15-16,fixture_002,4c0a78738ededcdab9e27f08d1266235b6db7ca8,GRIN_Optical,,,,,350,0.05,0.05,4,0.01,ok,true,ok,0,0,164,164,164,0,0,163,0,proc=0-163|skip=-|zero=-,fixture002_runtime_fingerprint_v1_git_4c0a78738ede_utc_20260327T021522Z_sha_41b5740aa534f43b,54880,30.152,2149,52731,0,0.03915816326530612,0.9962902268132824,0.21206276,480,270,diagnostic_flat,,true,true,false,true,true,false
2026-03-26T21-15-57,fixture_003,4c0a78738ededcdab9e27f08d1266235b6db7ca8,GRIN_Optical,0.04,,3.2,0.01,350,0.04,0.04,3.2,0.01,ok,true,ok,1,1,172,164,164,0,0,171,0,"proc=0-7,16-171|skip=-|zero=-",fixture003_runtime_fingerprint_v1_git_4c0a78738ede_utc_20260327T021603Z_sha_41b5740aa534f43b,69472,29.89,2552,66920,0,0.03673422385997236,0.8958978756180093,4.7265563,480,270,diagnostic_flat,,true,true,true,true,false,false
2026-03-26T21-17-39,fixture_004,4c0a78738ededcdab9e27f08d1266235b6db7ca8,GRIN_Optical,0.04,,2.4,0.01,350,0.04,0.04,2.4,0.01,ok,true,ok,0,0,164,164,164,0,0,163,136,"proc=0-163|skip=-|zero=0-119,148-163",fixture004_runtime_fingerprint_v1_git_4c0a78738ede_utc_20260327T021746Z_sha_41b5740aa534f43b,68800,29.807,878,67922,0,0.012761627906976745,0.9869027597137142,0.9488169,480,270,diagnostic_flat,,true,true,true,true,true,true
2026-03-26T21-28-13,fixture_003,4c0a78738ededcdab9e27f08d1266235b6db7ca8,GRIN_Optical,0.04,,2.4,0.01,350,0.04,0.04,2.4,0.01,ok,true,ok,0,0,164,164,164,0,0,163,0,proc=0-163|skip=-|zero=-,fixture003_runtime_fingerprint_v1_git_4c0a78738ede_utc_20260327T022822Z_sha_41b5740aa534f43b,55584,30.354,2054,53530,0,0.03695308002302821,0.9406110878582399,3.352559,480,270,diagnostic_flat,,true,true,true,true,true,true
2026-03-26T21-29-05,fixture_003,4c0a78738ededcdab9e27f08d1266235b6db7ca8,GRIN_Optical,0.04,,2.4,0.01,350,0.04,0.04,2.4,0.01,ok,true,ok,0,0,164,164,164,0,0,163,0,proc=0-163|skip=-|zero=-,fixture003_runtime_fingerprint_v1_git_4c0a78738ede_utc_20260327T022912Z_sha_41b5740aa534f43b,58528,30.314,2241,56287,0,0.0382893657736468,0.9412155987247006,3.5569701,480,270,diagnostic_flat,,true,true,true,true,true,true
2026-03-26T22-21-35,fixture_003,422d38fdb3cbde6b3acd8d5474a75e806d5f1d2a,GRIN_Optical,0.04,,2.4,0.01,350,0.04,0.04,2.4,0.01,failed,false,ok,0,0,164,164,164,0,0,163,0,proc=0-163|skip=-|zero=-,fixture003_runtime_fingerprint_v1_git_422d38fdb3cb_utc_20260327T032142Z_sha_41b5740aa534f43b,69632,30.604,2535,67097,0,0.03640567555147059,,,480,270,diagnostic_flat,,true,true,true,true,false,false
