timestamp,step_length,traversal,cell_dir,effective_status,beauty_hash,beauty_png_count,beauty_exact_once,beauty_expected_pixels,beauty_pixels_written_once,beauty_pixels_unwritten,beauty_pixels_multi_written,traversal_expected_pixels,traversal_pixels_once,traversal_pixels_unwritten,traversal_pixels_multi_written,traversal_exact_once,changed_pixels_vs_row,band_pixels,band_percent,horizontal_band_score,vertical_band_score,max_horizontal_run_length,local_artifact_cluster_count,max_tile_local_run_length,corner_roi_required_precision,corner_roi_ownership_change_samples,corner_roi_collider_flip_samples,corner_roi_mean_max_risk,notes
2026-05-03T18:16:08Z,0.015,row,/home/bb/code/godot_xPRIMEray/output/tile_commit_traversal_repeatability/20260503T181441Z/run_b/beauty/step_0.015/row,0,3f1b33db4730b17691a628b0e94f183170e0546b820cc0889a997302184c7412,1,0,57600,928,56672,0,57600,57600,0,0,1,0,32,0.0556,0.1,0.011111,32,1,16,,,,,godot_shutdown_abort_after_harness_success
2026-05-03T18:16:37Z,0.015,tile,/home/bb/code/godot_xPRIMEray/output/tile_commit_traversal_repeatability/20260503T181441Z/run_b/beauty/step_0.015/tile,0,4566e2a538be940ffbb8e3ce946552b45bea098781cef3fab46b091a002f3f5d,1,0,57600,928,56672,0,57600,57600,0,0,1,96,64,0.1111,0.1,0.008889,32,2,16,,,,,godot_shutdown_abort_after_harness_success
