edge_id,node_a,node_b,seam_length_px,mean_continuity_discontinuity_score,max_continuity_discontinuity_score,collider_flip_count,domain_flip_count,path_length_delta_mean,path_length_delta_max,step_count_delta_mean,step_count_delta_max,boundary_event_delta_mean,boundary_event_delta_max
1,0,1,392,2.993017,3.0,392,0,1.5292,1.726112,684.693878,700.0,0.0,0.0
2,0,2,392,2.993037,3.0,392,0,1.533647,1.752254,683.69898,700.0,0.0,0.0
3,0,3,390,2.993023,3.0,390,0,1.598907,1.77675,684.471795,700.0,0.0,0.0
4,0,4,170,2.984238,3.0,170,0,1.611201,1.79951,679.411765,700.0,0.0,0.0
5,0,5,52,3.0,3.0,52,0,,,687.5,700.0,0.0,0.0
6,0,6,168,3.0,3.0,168,0,,,687.5,700.0,0.0,0.0
7,0,7,170,2.984295,3.0,170,0,1.623361,1.820621,678.917647,700.0,0.0,0.0
8,0,8,52,3.0,3.0,52,0,,,687.0,700.0,0.0,0.0
9,0,9,168,3.0,3.0,168,0,,,687.0,700.0,0.0,0.0
10,0,10,170,2.98435,3.0,170,0,1.635177,1.840078,678.423529,700.0,0.0,0.0
11,0,11,52,3.0,3.0,52,0,,,686.5,700.0,0.0,0.0
12,0,12,170,3.0,3.0,170,0,1.430276,1.430276,682.382353,700.0,0.0,0.0
13,0,13,170,2.984402,3.0,170,0,1.646337,1.857766,677.929412,700.0,0.0,0.0
14,0,14,52,3.0,3.0,52,0,,,686.0,700.0,0.0,0.0
15,0,15,170,3.0,3.0,170,0,1.857766,1.857766,682.047059,700.0,0.0,0.0
16,0,16,170,2.98445,3.0,170,0,1.656775,1.873755,677.435294,700.0,0.0,0.0
17,0,17,52,3.0,3.0,52,0,,,685.5,700.0,0.0,0.0
18,0,18,168,3.0,3.0,168,0,,,685.5,700.0,0.0,0.0
19,0,19,86,2.969693,3.0,86,0,1.666262,1.888016,669.55814,700.0,0.0,0.0
20,0,20,10,3.0,3.0,10,0,,,685.5,700.0,0.0,0.0
21,0,21,74,3.0,3.0,74,0,,,685.5,700.0,0.0,0.0
22,0,22,52,3.0,3.0,52,0,,,685.5,700.0,0.0,0.0
23,0,23,168,3.0,3.0,168,0,,,685.5,700.0,0.0,0.0
24,0,24,170,2.984533,3.0,170,0,1.674682,1.900531,676.941176,700.0,0.0,0.0
25,0,25,52,3.0,3.0,52,0,,,685.0,700.0,0.0,0.0
26,0,26,168,3.0,3.0,168,0,,,685.0,700.0,0.0,0.0
27,0,27,170,2.984567,3.0,170,0,1.681971,1.911334,676.941176,700.0,0.0,0.0
28,0,28,52,3.0,3.0,52,0,,,685.0,700.0,0.0,0.0
29,0,29,170,3.0,3.0,170,0,1.681971,1.911334,676.941176,700.0,0.0,0.0
30,0,30,170,2.984595,3.0,170,0,1.688004,1.920385,676.447059,700.0,0.0,0.0
31,0,31,52,3.0,3.0,52,0,,,684.5,700.0,0.0,0.0
32,0,32,170,3.0,3.0,170,0,1.920385,1.920385,680.564706,700.0,0.0,0.0
33,0,33,170,2.984617,3.0,170,0,1.692657,1.92767,676.447059,700.0,0.0,0.0
34,0,34,52,3.0,3.0,52,0,,,684.5,700.0,0.0,0.0
35,0,35,170,3.0,3.0,170,0,1.457643,1.457643,680.382353,700.0,0.0,0.0
36,0,36,170,2.984632,3.0,170,0,1.695937,1.933184,676.447059,700.0,0.0,0.0
37,0,37,52,3.0,3.0,52,0,,,684.5,700.0,0.0,0.0
38,0,38,170,3.0,3.0,170,0,1.695937,1.933184,676.447059,700.0,0.0,0.0
39,0,39,170,2.984641,3.0,170,0,1.697763,1.936957,676.447059,700.0,0.0,0.0
40,0,40,52,3.0,3.0,52,0,,,684.5,700.0,0.0,0.0
41,0,41,170,3.0,3.0,170,0,1.45857,1.45857,680.382353,700.0,0.0,0.0
42,0,42,170,2.984642,3.0,170,0,1.698055,1.938893,675.952941,700.0,0.0,0.0
43,0,43,52,3.0,3.0,52,0,,,684.0,700.0,0.0,0.0
44,0,44,170,3.0,3.0,170,0,1.457217,1.457217,679.882353,700.0,0.0,0.0
45,0,45,170,2.984636,3.0,170,0,1.69681,1.939147,675.952941,700.0,0.0,0.0
46,0,46,52,3.0,3.0,52,0,,,684.0,700.0,0.0,0.0
47,0,47,168,3.0,3.0,168,0,,,684.0,700.0,0.0,0.0
48,0,48,170,2.984623,3.0,170,0,1.694003,1.937579,675.952941,700.0,0.0,0.0
49,0,49,52,3.0,3.0,52,0,,,684.0,700.0,0.0,0.0
50,0,50,170,3.0,3.0,170,0,1.450427,1.450427,679.882353,700.0,0.0,0.0
51,0,51,170,2.984603,3.0,170,0,1.689562,1.93426,675.952941,700.0,0.0,0.0
52,0,52,52,3.0,3.0,52,0,,,684.0,700.0,0.0,0.0
53,0,53,170,3.0,3.0,170,0,1.93426,1.93426,680.070588,700.0,0.0,0.0
54,0,54,170,2.984574,3.0,170,0,1.683496,1.929173,675.952941,700.0,0.0,0.0
55,0,55,52,3.0,3.0,52,0,,,684.0,700.0,0.0,0.0
56,0,56,170,3.0,3.0,170,0,1.929173,1.929173,680.070588,700.0,0.0,0.0
57,0,57,170,2.984539,3.0,170,0,1.675819,1.922394,675.952941,700.0,0.0,0.0
58,0,58,52,3.0,3.0,52,0,,,684.0,700.0,0.0,0.0
59,0,59,168,3.0,3.0,168,0,,,684.0,700.0,0.0,0.0
60,0,60,170,2.984495,3.0,170,0,1.66644,1.913787,675.952941,700.0,0.0,0.0
61,0,61,52,3.0,3.0,52,0,,,684.0,700.0,0.0,0.0
62,0,62,170,3.0,3.0,170,0,1.913787,1.913787,680.070588,700.0,0.0,0.0
63,0,63,170,2.984444,3.0,170,0,1.655387,1.903423,675.952941,700.0,0.0,0.0
64,0,64,52,3.0,3.0,52,0,,,684.0,700.0,0.0,0.0
65,0,65,168,3.0,3.0,168,0,,,684.0,700.0,0.0,0.0
66,0,66,170,2.984385,3.0,170,0,1.642697,1.891358,675.952941,700.0,0.0,0.0
67,0,67,52,3.0,3.0,52,0,,,684.0,700.0,0.0,0.0
68,0,68,74,3.0,3.0,74,0,,,684.0,700.0,0.0,0.0
69,0,69,10,3.0,3.0,10,0,,,684.0,700.0,0.0,0.0
70,0,70,84,3.0,3.0,84,0,,,684.0,700.0,0.0,0.0
71,0,71,170,2.984318,3.0,170,0,1.628315,1.877524,675.952941,700.0,0.0,0.0
72,0,72,52,3.0,3.0,52,0,,,684.0,700.0,0.0,0.0
73,0,73,170,3.0,3.0,170,0,1.379106,1.379106,679.882353,700.0,0.0,0.0
74,0,74,170,2.984243,3.0,170,0,1.612227,1.861917,675.458824,700.0,0.0,0.0
75,0,75,52,3.0,3.0,52,0,,,683.5,700.0,0.0,0.0
76,0,76,168,3.0,3.0,168,0,,,683.5,700.0,0.0,0.0
77,0,77,170,2.984161,3.0,170,0,1.594517,1.844676,675.458824,700.0,0.0,0.0
78,0,78,52,3.0,3.0,52,0,,,683.5,700.0,0.0,0.0
79,0,79,170,3.0,3.0,170,0,1.344358,1.344358,679.382353,700.0,0.0,0.0
80,0,80,170,2.984005,3.0,170,0,1.561011,1.797531,674.964706,699.0,0.0,0.0
81,0,81,52,3.0,3.0,52,0,,,683.0,699.0,0.0,0.0
82,0,82,168,3.0,3.0,168,0,,,683.0,699.0,0.0,0.0
83,0,83,170,2.983722,3.0,170,0,1.500291,1.700253,672.494118,694.0,0.0,0.0
84,0,84,52,3.0,3.0,52,0,,,680.5,694.0,0.0,0.0
85,0,85,170,3.0,3.0,170,0,1.500291,1.700253,672.494118,694.0,0.0,0.0
86,0,86,392,2.992745,3.0,392,0,1.388404,1.615253,672.783163,689.0,0.0,0.0
87,0,87,392,2.99264,3.0,392,0,1.393559,1.538843,669.596939,686.0,0.0,0.0
88,0,88,390,2.992501,3.0,390,0,1.344418,1.468574,671.538462,683.0,0.0,0.0
89,4,5,2,1.178801,1.178813,2,0,0.002559,0.002589,0.0,0.0,0.0,0.0
90,5,6,2,1.222592,1.222595,2,0,0.112036,0.112044,0.0,0.0,0.0,0.0
91,7,8,2,1.178805,1.178818,2,0,0.002569,0.002601,0.0,0.0,0.0,0.0
92,8,9,2,1.222477,1.222479,2,0,0.11175,0.111754,0.0,0.0,0.0,0.0
93,10,11,2,1.178802,1.178815,2,0,0.002559,0.002593,0.0,0.0,0.0,0.0
94,11,12,2,1.222364,1.222391,2,0,0.111468,0.111535,0.0,0.0,0.0,0.0
95,13,14,2,1.178786,1.178786,2,0,0.00252,0.002521,0.0,0.0,0.0,0.0
96,14,15,2,1.22225,1.222262,2,0,0.111181,0.111211,0.0,0.0,0.0,0.0
97,16,17,2,1.178809,1.178809,2,0,0.002578,0.002579,0.0,0.0,0.0,0.0
98,17,18,2,1.222183,1.222193,2,0,0.111013,0.11104,0.0,0.0,0.0,0.0
99,19,20,2,2.030171,2.033754,2,0,0.075428,0.084384,0.0,0.0,0.0,0.0
100,20,21,2,2.027756,2.029363,2,0,0.069389,0.073408,0.0,0.0,0.0,0.0
101,21,22,2,1.178808,1.178808,2,0,0.002574,0.002576,0.0,0.0,0.0,0.0
102,22,23,2,1.222101,1.222111,2,0,0.11081,0.110835,0.0,0.0,0.0,0.0
103,24,25,2,1.178799,1.178811,2,0,0.002553,0.002584,0.0,0.0,0.0,0.0
104,25,26,2,1.222023,1.222044,2,0,0.110615,0.110667,0.0,0.0,0.0,0.0
105,27,28,2,1.178803,1.178804,2,0,0.002565,0.002566,0.0,0.0,0.0,0.0
106,28,29,2,1.221967,1.221974,2,0,0.110475,0.110492,0.0,0.0,0.0,0.0
107,30,31,2,1.178805,1.178808,2,0,0.002569,0.002576,0.0,0.0,0.0,0.0
108,31,32,2,1.221919,1.221928,2,0,0.110355,0.110376,0.0,0.0,0.0,0.0
109,33,34,2,1.178794,1.178806,2,0,0.002543,0.002572,0.0,0.0,0.0,0.0
110,34,35,2,1.221869,1.221875,2,0,0.110228,0.110245,0.0,0.0,0.0,0.0
111,36,37,2,1.178803,1.178805,2,0,0.002564,0.002569,0.0,0.0,0.0,0.0
112,37,38,2,1.221847,1.221848,2,0,0.110174,0.110177,0.0,0.0,0.0,0.0
