node_id,hit,collider_id,domain_id,area_px,centroid_x,centroid_y,bbox_x0,bbox_y0,bbox_x1,bbox_y1,mean_path_length,mean_step_count,mean_boundary_event_count
0,0,0,0,45225,159.587,89.498,0,0,319,179,10.204133,144.403184,0.0
1,1,25836914057,0,387,159.251,27.501,63,27,256,28,8.443653,689.97416,0.0
2,1,25836914057,0,387,159.251,31.501,63,31,256,32,8.416674,688.971576,0.0
3,1,25836914057,0,386,159.0,35.5,63,35,255,36,8.39053,688.0,0.0
4,1,25836914057,0,168,104.5,39.5,63,39,146,40,8.395821,687.5,0.0
5,1,25887245710,0,52,159.5,39.5,147,39,172,40,8.138133,687.5,0.0
6,1,25836914057,0,166,214.0,39.5,173,39,255,40,8.392002,687.5,0.0
7,1,25836914057,0,168,104.5,43.5,63,43,146,44,8.374117,687.0,0.0
8,1,25887245710,0,52,159.5,43.5,147,43,172,44,8.116054,687.0,0.0
9,1,25836914057,0,166,214.0,43.5,173,43,255,44,8.370289,687.0,0.0
10,1,25836914057,0,168,104.5,47.5,63,47,146,48,8.354179,686.5,0.0
11,1,25887245710,0,52,159.5,47.5,147,47,172,48,8.095767,686.5,0.0
12,1,25836914057,0,167,214.251,47.503,173,47,256,48,8.352258,686.419162,0.0
13,1,25836914057,0,168,104.5,51.5,63,51,146,52,8.336008,686.0,0.0
14,1,25887245710,0,52,159.5,51.5,147,51,172,52,8.077272,686.0,0.0
15,1,25836914057,0,167,214.251,51.497,173,51,256,52,8.334109,686.083832,0.0
16,1,25836914057,0,168,104.5,55.5,63,55,146,56,8.31962,685.5,0.0
17,1,25887245710,0,52,159.5,55.5,147,55,172,56,8.060597,685.5,0.0
18,1,25836914057,0,166,214.0,55.5,173,55,255,56,8.315767,685.5,0.0
19,1,25836914057,0,84,83.5,59.5,63,59,104,60,8.436528,685.5,0.0
20,1,25937577361,0,10,107.0,59.5,105,59,109,60,8.168164,685.5,0.0
21,1,25836914057,0,74,128.0,59.5,110,59,146,60,8.162165,685.5,0.0
22,1,25887245710,0,52,159.5,59.5,147,59,172,60,8.045744,685.5,0.0
23,1,25836914057,0,166,214.0,59.5,173,59,255,60,8.301167,685.5,0.0
24,1,25836914057,0,168,104.5,63.5,63,63,146,64,8.292236,685.0,0.0
25,1,25887245710,0,52,159.5,63.5,147,63,172,64,8.032723,685.0,0.0
26,1,25836914057,0,166,214.0,63.5,173,63,255,64,8.288371,685.0,0.0
27,1,25836914057,0,168,104.5,67.5,63,67,146,68,8.281259,685.0,0.0
28,1,25887245710,0,52,159.5,67.5,147,67,172,68,8.021541,685.0,0.0
29,1,25836914057,0,168,214.5,67.5,173,67,256,68,8.281259,685.0,0.0
30,1,25836914057,0,168,104.5,71.5,63,71,146,72,8.272098,684.5,0.0
31,1,25887245710,0,52,159.5,71.5,147,71,172,72,8.012226,684.5,0.0
32,1,25836914057,0,167,214.251,71.497,173,71,256,72,8.270179,684.592814,0.0
33,1,25836914057,0,168,104.5,75.5,63,75,146,76,8.264762,684.5,0.0
34,1,25887245710,0,52,159.5,75.5,147,75,172,76,8.004761,684.5,0.0
35,1,25836914057,0,167,214.251,75.503,173,75,256,76,8.26283,684.407186,0.0
36,1,25836914057,0,168,104.5,79.5,63,79,146,80,8.259256,684.5,0.0
37,1,25887245710,0,52,159.5,79.5,147,79,172,80,7.999159,684.5,0.0
38,1,25836914057,0,168,214.5,79.5,173,79,256,80,8.259256,684.5,0.0
39,1,25836914057,0,168,104.5,83.5,63,83,146,84,8.255584,684.5,0.0
40,1,25887245710,0,52,159.5,83.5,147,83,172,84,7.995416,684.5,0.0
41,1,25836914057,0,167,214.251,83.503,173,83,256,84,8.253653,684.407186,0.0
42,1,25836914057,0,168,104.5,87.5,63,87,146,88,8.253746,684.0,0.0
43,1,25887245710,0,52,159.5,87.5,147,87,172,88,7.993543,684.0,0.0
44,1,25836914057,0,167,214.251,87.503,173,87,256,88,8.251816,683.904192,0.0
45,1,25836914057,0,168,104.5,91.5,63,91,146,92,8.253746,684.0,0.0
46,1,25887245710,0,52,159.5,91.5,147,91,172,92,7.993543,684.0,0.0
47,1,25836914057,0,166,214.0,91.5,173,91,255,92,8.249863,684.0,0.0
48,1,25836914057,0,168,104.5,95.5,63,95,146,96,8.255584,684.0,0.0
49,1,25887245710,0,52,159.5,95.5,147,95,172,96,7.995416,684.0,0.0
50,1,25836914057,0,167,214.251,95.503,173,95,256,96,8.253656,683.904192,0.0
51,1,25836914057,0,168,104.5,99.5,63,99,146,100,8.259256,684.0,0.0
52,1,25887245710,0,52,159.5,99.5,147,99,172,100,7.999159,684.0,0.0
53,1,25836914057,0,167,214.251,99.497,173,99,256,100,8.257324,684.095808,0.0
54,1,25836914057,0,168,104.5,103.5,63,103,146,104,8.264762,684.0,0.0
55,1,25887245710,0,52,159.5,103.5,147,103,172,104,8.004761,684.0,0.0
56,1,25836914057,0,167,214.251,103.497,173,103,256,104,8.26283,684.095808,0.0
57,1,25836914057,0,168,104.5,107.5,63,107,146,108,8.272098,684.0,0.0
58,1,25887245710,0,52,159.5,107.5,147,107,172,108,8.012226,684.0,0.0
59,1,25836914057,0,166,214.0,107.5,173,107,255,108,8.268224,684.0,0.0
60,1,25836914057,0,168,104.5,111.5,63,111,146,112,8.281259,684.0,0.0
61,1,25887245710,0,52,159.5,111.5,147,111,172,112,8.021541,684.0,0.0
62,1,25836914057,0,167,214.251,111.497,173,111,256,112,8.279328,684.095808,0.0
63,1,25836914057,0,168,104.5,115.5,63,115,146,116,8.292236,684.0,0.0
64,1,25887245710,0,52,159.5,115.5,147,115,172,116,8.032723,684.0,0.0
65,1,25836914057,0,166,214.0,115.5,173,115,255,116,8.288371,684.0,0.0
66,1,25836914057,0,168,104.5,119.5,63,119,146,120,8.305026,684.0,0.0
67,1,25887245710,0,52,159.5,119.5,147,119,172,120,8.045744,684.0,0.0
68,1,25836914057,0,74,191.0,119.5,173,119,209,120,8.162165,684.0,0.0
69,1,25987909012,0,10,212.0,119.5,210,119,214,120,8.168164,684.0,0.0
70,1,25836914057,0,82,235.0,119.5,215,119,255,120,8.431923,684.0,0.0
71,1,25836914057,0,168,104.5,123.5,63,123,146,124,8.31962,684.0,0.0
72,1,25887245710,0,52,159.5,123.5,147,123,172,124,8.060597,684.0,0.0
73,1,25836914057,0,167,214.251,123.503,173,123,256,124,8.317716,683.904192,0.0
74,1,25836914057,0,168,104.5,127.5,63,127,146,128,8.336008,683.5,0.0
75,1,25887245710,0,52,159.5,127.5,147,127,172,128,8.077272,683.5,0.0
76,1,25836914057,0,166,214.0,127.5,173,127,255,128,8.332162,683.5,0.0
77,1,25836914057,0,168,104.5,131.5,63,131,146,132,8.354179,683.5,0.0
78,1,25887245710,0,52,159.5,131.5,147,131,172,132,8.095767,683.5,0.0
79,1,25836914057,0,167,214.251,131.503,173,131,256,132,8.352286,683.401198,0.0
80,1,25836914057,0,168,104.5,135.5,63,135,146,136,8.374117,683.0,0.0
81,1,25887245710,0,52,159.5,135.5,147,135,172,136,8.116054,683.0,0.0
82,1,25836914057,0,166,214.0,135.5,173,135,255,136,8.370289,683.0,0.0
83,1,25836914057,0,168,104.5,139.5,63,139,146,140,8.395821,680.5,0.0
84,1,25887245710,0,52,159.5,139.5,147,139,172,140,8.138133,680.5,0.0
85,1,25836914057,0,168,214.5,139.5,173,139,256,140,8.395821,680.5,0.0
86,1,25836914057,0,387,159.251,143.501,63,143,256,144,8.391428,677.971576,0.0
87,1,25836914057,0,388,159.5,147.5,63,147,256,148,8.417566,676.5,0.0
88,1,25836914057,0,386,159.0,151.5,63,151,255,152,8.442776,675.0,0.0
