roi_id,object_id,x,y,reference_step_length,required_precision,max_decision_risk,collider_flip_any,hit_ownership_change_any,max_hit_distance_delta,max_normal_angle_delta
geometry:25836914057:edge_midpoint:7,geometry:25836914057,161,21,0.003125,0.003125,5.399957,False,False,0,0
geometry:25836914057:edge_midpoint:7,geometry:25836914057,162,21,0.003125,0.003125,5.399963,False,False,0,0
geometry:25836914057:edge_midpoint:7,geometry:25836914057,163,21,0.003125,0.003125,5.399951,False,False,0,0
geometry:25836914057:edge_midpoint:7,geometry:25836914057,164,21,0.003125,0.003125,5.400113,False,False,0,0
geometry:25836914057:edge_midpoint:7,geometry:25836914057,156,22,0.003125,0.003125,5.399811,False,False,0,0
geometry:25836914057:edge_midpoint:7,geometry:25836914057,157,22,0.003125,0.003125,5.400032,False,False,0,0
geometry:25836914057:edge_midpoint:7,geometry:25836914057,159,22,0.003125,0.003125,5.399986,False,False,0,0
geometry:25836914057:edge_midpoint:7,geometry:25836914057,161,22,0.003125,0.003125,5.399974,False,False,0,0
geometry:25836914057:edge_midpoint:7,geometry:25836914057,163,22,0.003125,0.003125,5.399811,False,False,0,0
geometry:25836914057:edge_midpoint:7,geometry:25836914057,164,22,0.003125,0.003125,5.399942,False,False,0,0
geometry:25836914057:edge_midpoint:7,geometry:25836914057,156,23,0.003125,0.003125,5.40016,False,False,0,0
geometry:25836914057:edge_midpoint:7,geometry:25836914057,157,23,0.003125,0.003125,5.400117,False,False,0,0
geometry:25836914057:edge_midpoint:7,geometry:25836914057,158,23,0.003125,0.003125,5.400082,False,False,0,0
geometry:25836914057:edge_midpoint:7,geometry:25836914057,159,23,0.003125,0.003125,5.399915,False,False,0,0
geometry:25836914057:edge_midpoint:7,geometry:25836914057,160,23,0.003125,0.003125,5.399915,False,False,0,0
geometry:25836914057:edge_midpoint:7,geometry:25836914057,161,23,0.003125,0.003125,5.400082,False,False,0,0
geometry:25836914057:edge_midpoint:7,geometry:25836914057,162,23,0.003125,0.003125,5.400117,False,False,0,0
geometry:25836914057:edge_midpoint:7,geometry:25836914057,163,23,0.003125,0.003125,5.40016,False,False,0,0
geometry:25836914057:edge_midpoint:7,geometry:25836914057,164,23,0.003125,0.003125,5.400102,False,False,0,0
geometry:25836914057:edge_midpoint:7,geometry:25836914057,157,24,0.003125,0.003125,5.399966,False,False,0,0
geometry:25836914057:edge_midpoint:7,geometry:25836914057,159,24,0.003125,0.003125,5.400038,False,False,0,0
geometry:25836914057:edge_midpoint:7,geometry:25836914057,161,24,0.003125,0.003125,5.399985,False,False,0,0
geometry:25836914057:edge_midpoint:7,geometry:25836914057,163,24,0.003125,0.003125,5.399942,False,False,0,0
geometry:25836914057:edge_midpoint:7,geometry:25836914057,156,25,0.003125,0.003125,2.296251,True,True,0,1.570796
geometry:25836914057:edge_midpoint:7,geometry:25836914057,157,25,0.003125,0.003125,2.29625,True,True,0,1.570796
geometry:25836914057:edge_midpoint:7,geometry:25836914057,158,25,0.003125,0.003125,2.296256,True,True,0,1.570796
geometry:25836914057:edge_midpoint:7,geometry:25836914057,159,25,0.003125,0.003125,2.296258,True,True,0,1.570796
geometry:25836914057:edge_midpoint:7,geometry:25836914057,160,25,0.003125,0.003125,2.296258,True,True,0,1.570796
geometry:25836914057:edge_midpoint:7,geometry:25836914057,161,25,0.003125,0.003125,2.296256,True,True,0,1.570796
geometry:25836914057:edge_midpoint:7,geometry:25836914057,162,25,0.003125,0.003125,2.29625,True,True,0,1.570796
geometry:25836914057:edge_midpoint:7,geometry:25836914057,163,25,0.003125,0.003125,2.296251,True,True,0,1.570796
geometry:25836914057:edge_midpoint:7,geometry:25836914057,164,25,0.003125,0.003125,2.296233,True,True,0,1.570796
geometry:25836914057:edge_midpoint:7,geometry:25836914057,156,26,0.003125,0.003125,2.294304,True,True,0,1.570796
geometry:25836914057:edge_midpoint:7,geometry:25836914057,157,26,0.003125,0.003125,2.294276,True,True,0,1.570796
geometry:25836914057:edge_midpoint:7,geometry:25836914057,159,26,0.003125,0.003125,2.294286,True,True,0,1.570796
geometry:25836914057:edge_midpoint:7,geometry:25836914057,161,26,0.003125,0.003125,2.294284,True,True,0,1.570796
geometry:25836914057:edge_midpoint:7,geometry:25836914057,163,26,0.003125,0.003125,2.294304,True,True,0,1.570796
geometry:25836914057:edge_midpoint:7,geometry:25836914057,164,26,0.003125,0.003125,2.294303,True,True,0,1.570796
geometry:25836914057:edge_midpoint:7,geometry:25836914057,156,27,0.003125,0.003125,2.293135,True,True,0,1.570796
geometry:25836914057:edge_midpoint:7,geometry:25836914057,157,27,0.003125,0.003125,2.293111,True,True,0,1.570796
geometry:25836914057:edge_midpoint:7,geometry:25836914057,158,27,0.003125,0.003125,2.293107,True,True,0,1.570796
geometry:25836914057:edge_midpoint:7,geometry:25836914057,159,27,0.003125,0.003125,2.293108,True,True,0,1.570796
geometry:25836914057:edge_midpoint:7,geometry:25836914057,160,27,0.003125,0.003125,2.293108,True,True,0,1.570796
geometry:25836914057:edge_midpoint:7,geometry:25836914057,161,27,0.003125,0.003125,2.293107,True,True,0,1.570796
geometry:25836914057:edge_midpoint:7,geometry:25836914057,162,27,0.003125,0.003125,2.293111,True,True,0,1.570796
geometry:25836914057:edge_midpoint:7,geometry:25836914057,163,27,0.003125,0.003125,2.293135,True,True,0,1.570796
geometry:25836914057:edge_midpoint:7,geometry:25836914057,164,27,0.003125,0.003125,2.293118,True,True,0,1.570796
geometry:25836914057:edge_midpoint:7,geometry:25836914057,157,28,0.003125,0.003125,2.293108,True,True,0,1.570796
geometry:25836914057:edge_midpoint:7,geometry:25836914057,158,28,0.003125,0.003125,2.293117,True,True,0,1.570796
geometry:25836914057:edge_midpoint:7,geometry:25836914057,159,28,0.003125,0.003125,2.293104,True,True,0,1.570796
geometry:25836914057:edge_midpoint:7,geometry:25836914057,161,28,0.003125,0.003125,2.293117,True,True,0,1.570796
geometry:25836914057:edge_midpoint:7,geometry:25836914057,162,28,0.003125,0.003125,2.293108,True,True,0,1.570796
geometry:25836914057:edge_midpoint:7,geometry:25836914057,163,28,0.003125,0.003125,2.293129,True,True,0,1.570796
geometry:25836914057:edge_midpoint:2,geometry:25836914057,160,155,0.003125,0.003125,5.400038,False,False,0,0
geometry:25836914057:edge_midpoint:2,geometry:25836914057,162,155,0.003125,0.003125,5.399966,False,False,0,0
geometry:25836914057:edge_midpoint:2,geometry:25836914057,158,155,0.003125,0.003125,5.399985,False,False,0,0
geometry:25836914057:edge_midpoint:2,geometry:25836914057,160,157,0.003125,0.003125,5.399986,False,False,0,0
geometry:25836914057:edge_midpoint:2,geometry:25836914057,160,153,0.003125,0.003125,2.294286,True,True,0,1.570796
geometry:25836914057:edge_midpoint:2,geometry:25836914057,162,157,0.003125,0.003125,5.400032,False,False,0,0
geometry:25836914057:edge_midpoint:2,geometry:25836914057,162,153,0.003125,0.003125,2.294276,True,True,0,1.570796
geometry:25836914057:edge_midpoint:2,geometry:25836914057,158,157,0.003125,0.003125,5.399974,False,False,0,0
geometry:25836914057:edge_midpoint:2,geometry:25836914057,158,153,0.003125,0.003125,2.294284,True,True,0,1.570796
geometry:25836914057:edge_midpoint:2,geometry:25836914057,164,155,0.003125,0.003125,5.399926,False,False,0,0
geometry:25836914057:edge_midpoint:2,geometry:25836914057,156,155,0.003125,0.003125,5.399942,False,False,0,0
geometry:25836914057:edge_midpoint:2,geometry:25836914057,160,159,0.003125,0.003125,5.400116,False,False,0,0
geometry:25836914057:edge_midpoint:2,geometry:25836914057,160,151,0.003125,0.003125,2.293104,True,True,0,1.570796
geometry:25836914057:edge_midpoint:2,geometry:25836914057,164,159,0.003125,0.003125,5.399901,False,False,0,0
geometry:25836914057:edge_midpoint:2,geometry:25836914057,164,151,0.003125,0.003125,2.293133,True,True,0,1.570796
geometry:25836914057:edge_midpoint:2,geometry:25836914057,156,159,0.003125,0.003125,5.399962,False,False,0,0
geometry:25836914057:edge_midpoint:2,geometry:25836914057,156,151,0.003125,0.003125,2.293129,True,True,0,1.570796
geometry:25836914057:edge_midpoint:2,geometry:25836914057,168,155,0.003125,0.003125,5.400123,False,False,0,0
geometry:25836914057:edge_midpoint:2,geometry:25836914057,152,155,0.003125,0.003125,5.399917,False,False,0,0
geometry:25836914057:edge_midpoint:2,geometry:25836914057,160,163,0.003125,0.003125,5.399842,False,False,0,0
geometry:25836914057:edge_midpoint:2,geometry:25836914057,160,147,0.003125,0.003125,2.28688,True,True,0,1.570796
geometry:25836914057:edge_midpoint:2,geometry:25836914057,168,163,0.003125,0.003125,5.399989,False,False,0,0
geometry:25836914057:edge_midpoint:2,geometry:25836914057,168,147,0.003125,0.003125,2.288436,True,True,0,1.570796
geometry:25836914057:edge_midpoint:2,geometry:25836914057,152,163,0.003125,0.003125,5.400061,False,False,0,0
geometry:25836914057:edge_midpoint:2,geometry:25836914057,152,147,0.003125,0.003125,2.288418,True,True,0,1.570796
geometry:25836914057:edge_midpoint:2,geometry:25836914057,176,155,0.003125,0.003125,5.399901,False,False,0,0
geometry:25836914057:edge_midpoint:2,geometry:25836914057,144,155,0.003125,0.003125,5.400078,False,False,0,0
geometry:25836914057:edge_midpoint:2,geometry:25836914057,160,171,0.003125,0.003125,5.399919,False,False,0,0
geometry:25836914057:edge_midpoint:2,geometry:25836914057,160,139,0.003125,0.003125,2.271257,True,True,0,1.570796
geometry:25836914057:edge_midpoint:2,geometry:25836914057,176,171,0.003125,0.003125,5.399973,False,False,0,0
geometry:25836914057:edge_midpoint:2,geometry:25836914057,176,139,0.003125,0.003125,2.265023,True,True,0,1.570796
geometry:25836914057:edge_midpoint:2,geometry:25836914057,144,171,0.003125,0.003125,5.399933,False,False,0,0
geometry:25836914057:edge_midpoint:2,geometry:25836914057,144,139,0.003125,0.003125,2.277511,True,True,0,1.570796
geometry:25836914057:edge_midpoint:2,geometry:25836914057,157,151,0.003125,0.003125,2.293108,True,True,0,1.570796
geometry:25836914057:edge_midpoint:2,geometry:25836914057,158,151,0.003125,0.003125,2.293117,True,True,0,1.570796
geometry:25836914057:edge_midpoint:2,geometry:25836914057,159,151,0.003125,0.003125,2.293104,True,True,0,1.570796
geometry:25836914057:edge_midpoint:2,geometry:25836914057,161,151,0.003125,0.003125,2.293117,True,True,0,1.570796
geometry:25836914057:edge_midpoint:2,geometry:25836914057,162,151,0.003125,0.003125,2.293108,True,True,0,1.570796
geometry:25836914057:edge_midpoint:2,geometry:25836914057,163,151,0.003125,0.003125,2.293129,True,True,0,1.570796
geometry:25836914057:edge_midpoint:2,geometry:25836914057,156,152,0.003125,0.003125,2.293135,True,True,0,1.570796
geometry:25836914057:edge_midpoint:2,geometry:25836914057,157,152,0.003125,0.003125,2.293111,True,True,0,1.570796
geometry:25836914057:edge_midpoint:2,geometry:25836914057,158,152,0.003125,0.003125,2.293107,True,True,0,1.570796
geometry:25836914057:edge_midpoint:2,geometry:25836914057,159,152,0.003125,0.003125,2.293108,True,True,0,1.570796
geometry:25836914057:edge_midpoint:2,geometry:25836914057,160,152,0.003125,0.003125,2.293108,True,True,0,1.570796
geometry:25836914057:edge_midpoint:2,geometry:25836914057,161,152,0.003125,0.003125,2.293107,True,True,0,1.570796
geometry:25836914057:edge_midpoint:2,geometry:25836914057,162,152,0.003125,0.003125,2.293111,True,True,0,1.570796
geometry:25836914057:edge_midpoint:2,geometry:25836914057,163,152,0.003125,0.003125,2.293135,True,True,0,1.570796
