x,y,neighbor_x,neighbor_y,collider_change,domain_change,hit_distance_delta,hit_normal_angle_delta,path_length_delta,boundary_event_delta,step_count_delta,ownership_flip_score,total_transport_discontinuity_score
0,22,0,23,1,0,5.557212,0.0,0.0,0,700.0,1.0,3.0
1,22,1,23,1,0,5.570318,0.0,0.0,0,700.0,1.0,3.0
2,22,2,23,1,0,5.583654,0.0,0.0,0,700.0,1.0,3.0
3,22,3,23,1,0,5.597203,0.0,0.0,0,700.0,1.0,3.0
4,22,4,23,1,0,5.610991,0.0,0.0,0,700.0,1.0,3.0
5,22,5,23,1,0,5.624986,0.0,0.0,0,700.0,1.0,3.0
6,22,6,23,1,0,5.639237,0.0,0.0,0,700.0,1.0,3.0
7,22,7,23,1,0,5.653746,0.0,0.0,0,700.0,1.0,3.0
8,22,8,23,1,0,5.66849,0.0,0.0,0,700.0,1.0,3.0
9,22,9,23,1,0,5.683475,0.0,0.0,0,700.0,1.0,3.0
10,22,10,23,1,0,5.698741,0.0,0.0,0,700.0,1.0,3.0
11,22,11,23,1,0,5.714269,0.0,0.0,0,700.0,1.0,3.0
12,22,12,23,1,0,5.730064,0.0,0.0,0,700.0,1.0,3.0
13,22,13,23,1,0,5.746161,0.0,0.0,0,700.0,1.0,3.0
14,22,14,23,1,0,5.762537,0.0,0.0,0,700.0,1.0,3.0
15,22,15,23,1,0,5.779204,0.0,0.0,0,700.0,1.0,3.0
16,22,16,23,1,0,5.796157,0.0,0.0,0,700.0,1.0,3.0
17,22,17,23,1,0,5.813432,0.0,0.0,0,700.0,1.0,3.0
18,22,18,23,1,0,5.831008,0.0,0.0,0,700.0,1.0,3.0
19,22,19,23,1,0,5.848927,0.0,0.0,0,700.0,1.0,3.0
20,22,20,23,1,0,5.867161,0.0,0.0,0,700.0,1.0,3.0
21,22,21,23,1,0,5.885738,0.0,0.0,0,700.0,1.0,3.0
22,22,22,23,1,0,5.904652,0.0,0.0,0,700.0,1.0,3.0
23,22,23,23,1,0,5.923919,0.0,0.0,0,700.0,1.0,3.0
24,22,24,23,1,0,5.94356,0.0,0.0,0,700.0,1.0,3.0
