node_id,hit,collider_id,domain_id,area_px,centroid_x,centroid_y,bbox_x0,bbox_y0,bbox_x1,bbox_y1,mean_path_length,mean_step_count,mean_boundary_event_count
0,0,0,0,46509,161.757,89.607,0,0,319,179,8.762438,135.05128,0.0
1,1,25836914057,0,317,144.249,27.502,65,27,223,28,8.399369,700.0,0.0
2,1,25836914057,0,353,151.975,31.456,63,31,255,32,8.397904,700.0,0.0
3,1,25836914057,0,322,143.0,35.5,63,35,223,36,8.35277,700.0,0.0
4,1,25836914057,0,168,104.5,39.5,63,39,146,40,8.395779,700.0,0.0
5,1,25887245710,0,52,159.5,39.5,147,39,172,40,8.138102,700.0,0.0
6,1,25836914057,0,134,207.91,39.619,173,39,255,40,8.351823,700.0,0.0
7,1,25836914057,0,168,104.5,43.5,63,43,146,44,8.374075,700.0,0.0
8,1,25887245710,0,52,159.5,43.5,147,43,172,44,8.116018,700.0,0.0
9,1,25836914057,0,102,198.0,43.5,173,43,223,44,8.266257,700.0,0.0
10,1,25836914057,0,168,104.5,47.5,63,47,146,48,8.354136,700.0,0.0
11,1,25887245710,0,52,159.5,47.5,147,47,172,48,8.09573,700.0,0.0
12,1,25836914057,0,166,214.0,47.5,173,47,255,48,8.350299,700.0,0.0
13,1,25836914057,0,168,104.5,51.5,63,51,146,52,8.335966,700.0,0.0
14,1,25887245710,0,52,159.5,51.5,147,51,172,52,8.077248,700.0,0.0
15,1,25836914057,0,166,214.0,51.5,173,51,255,52,8.332121,700.0,0.0
16,1,25836914057,0,168,104.5,55.5,63,55,146,56,8.319576,700.0,0.0
17,1,25887245710,0,52,159.5,55.5,147,55,172,56,8.060568,700.0,0.0
18,1,25836914057,0,134,207.91,55.619,173,55,255,56,8.275436,700.0,0.0
19,1,25836914057,0,84,83.5,59.5,63,59,104,60,8.436487,700.0,0.0
20,1,25937577361,0,10,107.0,59.5,105,59,109,60,8.168119,700.0,0.0
21,1,25836914057,0,74,128.0,59.5,110,59,146,60,8.162135,700.0,0.0
22,1,25887245710,0,52,159.5,59.5,147,59,172,60,8.045717,700.0,0.0
23,1,25836914057,0,134,207.91,59.619,173,59,255,60,8.260825,700.0,0.0
24,1,25836914057,0,168,104.5,63.5,63,63,146,64,8.292199,700.0,0.0
25,1,25887245710,0,52,159.5,63.5,147,63,172,64,8.0327,700.0,0.0
26,1,25836914057,0,134,207.91,63.381,173,63,255,64,8.248717,700.0,0.0
27,1,25836914057,0,168,104.5,67.5,63,67,146,68,8.281223,700.0,0.0
28,1,25887245710,0,52,159.5,67.5,147,67,172,68,8.021525,700.0,0.0
29,1,25836914057,0,102,198.0,67.5,173,67,223,68,8.172207,700.0,0.0
30,1,25836914057,0,168,104.5,71.5,63,71,146,72,8.27206,700.0,0.0
31,1,25887245710,0,52,159.5,71.5,147,71,172,72,8.012199,700.0,0.0
32,1,25836914057,0,166,214.0,71.5,173,71,255,72,8.268186,700.0,0.0
33,1,25836914057,0,168,104.5,75.5,63,75,146,76,8.264727,700.0,0.0
34,1,25887245710,0,52,159.5,75.5,147,75,172,76,8.004728,700.0,0.0
35,1,25836914057,0,134,207.91,75.381,173,75,255,76,8.220941,700.0,0.0
36,1,25836914057,0,168,104.5,79.5,63,79,146,80,8.259218,700.0,0.0
