node_id,hit,collider_id,domain_id,area_px,centroid_x,centroid_y,bbox_x0,bbox_y0,bbox_x1,bbox_y1,mean_path_length,mean_step_count,mean_boundary_event_count
0,0,0,0,38784,159.505,89.579,0,0,319,179,11.252872,186.650706,0.0
1,1,25836914057,0,193,159.0,25.0,63,25,255,25,8.460509,319.0,0.0
2,1,25836914057,0,581,159.334,27.998,63,27,256,29,8.44054,445.552496,0.0
3,1,25836914057,0,582,159.5,32.0,63,31,256,33,8.414354,444.666667,0.0
4,1,25836914057,0,575,159.384,35.988,63,35,256,37,8.391483,445.558261,0.0
5,1,25887245710,0,7,169.0,37.0,166,37,172,37,8.113453,316.0,0.0
6,1,25836914057,0,252,104.5,40.0,63,39,146,41,8.393053,444.0,0.0
7,1,25887245710,0,78,159.5,40.0,147,39,172,41,8.135325,444.0,0.0
8,1,25836914057,0,252,214.5,40.0,173,39,256,41,8.393053,444.0,0.0
9,1,25836914057,0,252,104.5,44.0,63,43,146,45,8.371572,443.333333,0.0
10,1,25887245710,0,78,159.5,44.0,147,43,172,45,8.113473,443.333333,0.0
11,1,25836914057,0,252,214.5,44.0,173,43,256,45,8.371572,443.333333,0.0
12,1,25836914057,0,252,104.5,48.0,63,47,146,49,8.351852,443.333333,0.0
13,1,25887245710,0,78,159.5,48.0,147,47,172,49,8.093407,443.333333,0.0
14,1,25836914057,0,252,214.5,48.0,173,47,256,49,8.351852,443.333333,0.0
15,1,25836914057,0,252,104.5,52.0,63,51,146,53,8.333905,443.333333,0.0
16,1,25887245710,0,78,159.5,52.0,147,51,172,53,8.075145,443.333333,0.0
17,1,25836914057,0,252,214.5,52.0,173,51,256,53,8.333905,443.333333,0.0
18,1,25836914057,0,252,104.5,56.0,63,55,146,57,8.317742,443.333333,0.0
19,1,25887245710,0,78,159.5,56.0,147,55,172,57,8.058698,443.333333,0.0
20,1,25836914057,0,252,214.5,56.0,173,55,256,57,8.317742,443.333333,0.0
21,1,25836914057,0,126,83.5,60.0,63,59,104,61,8.434897,427.333333,0.0
22,1,25937577361,0,15,107.0,60.0,105,59,109,61,8.168151,427.333333,0.0
23,1,25836914057,0,111,128.0,60.0,110,59,146,61,8.160495,427.333333,0.0
24,1,25887245710,0,78,159.5,60.0,147,59,172,61,8.044074,427.333333,0.0
25,1,25836914057,0,252,214.5,60.0,173,59,256,61,8.303376,427.333333,0.0
26,1,25836914057,0,252,104.5,64.0,63,63,146,65,8.290811,410.333333,0.0
27,1,25887245710,0,78,159.5,64.0,147,63,172,65,8.031287,410.333333,0.0
28,1,25836914057,0,252,214.5,64.0,173,63,256,65,8.290811,410.333333,0.0
29,1,25836914057,0,252,104.5,68.0,63,67,146,69,8.28006,396.0,0.0
30,1,25887245710,0,78,159.5,68.0,147,67,172,69,8.020339,396.0,0.0
31,1,25836914057,0,252,214.5,68.0,173,67,256,69,8.28006,396.0,0.0
32,1,25836914057,0,252,104.5,72.0,63,71,146,73,8.271128,383.666667,0.0
33,1,25887245710,0,78,159.5,72.0,147,71,172,73,8.011248,383.666667,0.0
34,1,25836914057,0,252,214.5,72.0,173,71,256,73,8.271128,383.666667,0.0
35,1,25836914057,0,252,104.5,76.0,63,75,146,77,8.264022,373.0,0.0
36,1,25887245710,0,78,159.5,76.0,147,75,172,77,8.004015,373.0,0.0
37,1,25836914057,0,252,214.5,76.0,173,75,256,77,8.264022,373.0,0.0
38,1,25836914057,0,252,104.5,80.0,63,79,146,81,8.258744,364.0,0.0
39,1,25887245710,0,78,159.5,80.0,147,79,172,81,7.998642,364.0,0.0
40,1,25836914057,0,252,214.5,80.0,173,79,256,81,8.258744,364.0,0.0
41,1,25836914057,0,252,104.5,84.0,63,83,146,85,8.255302,356.666667,0.0
42,1,25887245710,0,78,159.5,84.0,147,83,172,85,7.995136,356.666667,0.0
43,1,25836914057,0,252,214.5,84.0,173,83,256,85,8.255302,356.666667,0.0
44,1,25836914057,0,252,104.5,88.0,63,87,146,89,8.253693,350.0,0.0
45,1,25887245710,0,78,159.5,88.0,147,87,172,89,7.993501,350.0,0.0
46,1,25836914057,0,252,214.5,88.0,173,87,256,89,8.253693,350.0,0.0
47,1,25836914057,0,252,104.5,92.0,63,91,146,93,8.253923,344.666667,0.0
48,1,25887245710,0,78,159.5,92.0,147,91,172,93,7.993734,344.666667,0.0
49,1,25836914057,0,252,214.5,92.0,173,91,256,93,8.253923,344.666667,0.0
50,1,25836914057,0,252,104.5,96.0,63,95,146,97,8.25599,340.0,0.0
51,1,25887245710,0,78,159.5,96.0,147,95,172,97,7.995839,340.0,0.0
52,1,25836914057,0,252,214.5,96.0,173,95,256,97,8.25599,340.0,0.0
53,1,25836914057,0,252,104.5,100.0,63,99,146,101,8.259891,336.0,0.0
54,1,25887245710,0,78,159.5,100.0,147,99,172,101,7.999811,336.0,0.0
55,1,25836914057,0,252,214.5,100.0,173,99,256,101,8.259892,336.0,0.0
