node_id,hit,collider_id,domain_id,area_px,centroid_x,centroid_y,bbox_x0,bbox_y0,bbox_x1,bbox_y1,mean_path_length,mean_step_count,mean_boundary_event_count
56,1,25836914057,0,252,104.5,104.0,63,103,146,105,8.265627,332.666667,0.0
57,1,25887245710,0,78,159.5,104.0,147,103,172,105,8.005649,332.666667,0.0
58,1,25836914057,0,252,214.5,104.0,173,103,256,105,8.265627,332.666667,0.0
59,1,25836914057,0,252,104.5,108.0,63,107,146,109,8.273189,329.0,0.0
60,1,25887245710,0,78,159.5,108.0,147,107,172,109,8.013347,329.0,0.0
61,1,25836914057,0,252,214.5,108.0,173,107,256,109,8.273189,329.0,0.0
62,1,25836914057,0,252,104.5,112.0,63,111,146,113,8.282577,326.666667,0.0
63,1,25887245710,0,78,159.5,112.0,147,111,172,113,8.022904,326.666667,0.0
64,1,25836914057,0,252,214.5,112.0,173,111,256,113,8.282577,326.666667,0.0
65,1,25836914057,0,252,104.5,116.0,63,115,146,117,8.293782,324.333333,0.0
66,1,25887245710,0,78,159.5,116.0,147,115,172,117,8.034312,324.333333,0.0
67,1,25836914057,0,248,214.548,115.984,173,115,256,117,8.294548,324.516129,0.0
68,1,25987909012,0,4,211.5,117.0,210,117,213,117,8.182254,313.0,0.0
69,1,25836914057,0,252,104.5,120.0,63,119,146,121,8.306798,322.666667,0.0
70,1,25887245710,0,78,159.5,120.0,147,119,172,121,8.047558,322.666667,0.0
71,1,25836914057,0,112,191.17,120.009,173,119,210,121,8.164752,322.580357,0.0
72,1,25987909012,0,13,212.0,119.846,210,119,214,121,8.173582,324.153846,0.0
73,1,25836914057,0,127,235.331,120.008,214,119,256,121,8.43698,322.590551,0.0
74,1,25836914057,0,252,104.5,124.0,63,123,146,125,8.321615,321.0,0.0
75,1,25887245710,0,78,159.5,124.0,147,123,172,125,8.062639,321.0,0.0
76,1,25836914057,0,252,214.5,124.0,173,123,256,125,8.321615,321.0,0.0
77,1,25836914057,0,252,104.5,128.0,63,127,146,129,8.338224,319.666667,0.0
78,1,25887245710,0,78,159.5,128.0,147,127,172,129,8.079542,319.666667,0.0
79,1,25836914057,0,252,214.5,128.0,173,127,256,129,8.338224,319.666667,0.0
80,1,25836914057,0,252,104.5,132.0,63,131,146,133,8.356617,318.666667,0.0
81,1,25887245710,0,78,159.5,132.0,147,131,172,133,8.098255,318.666667,0.0
82,1,25836914057,0,252,214.5,132.0,173,131,256,133,8.356617,318.666667,0.0
83,1,25836914057,0,252,104.5,136.0,63,135,146,137,8.376777,317.666667,0.0
84,1,25887245710,0,78,159.5,136.0,147,135,172,137,8.118769,317.666667,0.0
85,1,25836914057,0,252,214.5,136.0,173,135,256,137,8.376777,317.666667,0.0
86,1,25836914057,0,252,104.5,140.0,63,139,146,141,8.398696,317.0,0.0
87,1,25887245710,0,78,159.5,140.0,147,139,172,141,8.141066,317.0,0.0
88,1,25836914057,0,252,214.5,140.0,173,139,256,141,8.398696,317.0,0.0
89,1,25836914057,0,582,159.5,144.0,63,143,256,145,8.395412,316.333333,0.0
90,1,25836914057,0,582,159.5,148.0,63,147,256,149,8.420884,315.666667,0.0
91,1,25836914057,0,582,159.5,152.0,63,151,256,153,8.448074,315.333333,0.0
