node_id,hit,collider_id,domain_id,area_px,centroid_x,centroid_y,bbox_x0,bbox_y0,bbox_x1,bbox_y1,mean_path_length,mean_step_count,mean_boundary_event_count
0,0,0,0,32512,157.957,87.957,0,0,319,179,10.021768,250.045768,0.0
1,1,25836914057,0,22144,161.5,91.5,64,28,259,155,8.334703,250.09104,0.0
2,1,25887245710,0,2912,161.5,91.5,148,40,175,143,8.043946,250.115385,0.0
3,1,25937577361,0,16,109.5,61.5,108,60,111,63,8.149987,250.0,0.0
4,1,25987909012,0,16,213.5,121.5,212,120,215,123,8.156368,250.0,0.0
