edge_id,node_a,node_b,seam_length_px,mean_continuity_discontinuity_score,max_continuity_discontinuity_score,collider_flip_count,domain_flip_count,path_length_delta_mean,path_length_delta_max,step_count_delta_mean,step_count_delta_max,boundary_event_delta_mean,boundary_event_delta_max
1,0,1,196,2.349618,2.385497,196,0,1.74809,1.927487,182.0,364.0,0.0,0.0
2,0,2,394,2.992696,3.0,394,0,5.176531,10.839051,524.327411,700.0,0.0,0.0
3,0,3,394,2.992692,3.0,394,0,5.18586,10.865193,523.832487,700.0,0.0,0.0
4,0,4,387,2.9927,3.0,387,0,5.198188,10.889668,526.273902,700.0,0.0,0.0
5,0,5,7,0.0,0.0,7,0,,,361.0,361.0,0.0,0.0
6,0,6,171,2.983509,3.0,171,0,4.57961,10.912466,521.192982,700.0,0.0,0.0
7,0,7,52,3.0,3.0,52,0,,,530.5,700.0,0.0,0.0
8,0,8,171,3.0,3.0,171,0,6.161485,10.912466,523.304094,700.0,0.0,0.0
9,0,9,171,2.983549,3.0,171,0,4.592479,10.933573,521.192982,700.0,0.0,0.0
10,0,10,52,3.0,3.0,52,0,,,530.5,700.0,0.0,0.0
11,0,11,171,3.0,3.0,171,0,6.176529,10.933573,523.304094,700.0,0.0,0.0
12,0,12,171,2.98359,3.0,171,0,4.604808,10.952977,520.701754,700.0,0.0,0.0
13,0,13,52,3.0,3.0,52,0,,,530.0,700.0,0.0,0.0
14,0,14,171,3.0,3.0,171,0,6.190732,10.952977,522.807018,700.0,0.0,0.0
15,0,15,171,2.983629,3.0,171,0,4.616428,10.970697,520.701754,700.0,0.0,0.0
16,0,16,52,3.0,3.0,52,0,,,530.0,700.0,0.0,0.0
17,0,17,171,3.0,3.0,171,0,6.203985,10.970697,522.807018,700.0,0.0,0.0
18,0,18,171,2.983666,3.0,171,0,4.627192,10.986691,520.701754,700.0,0.0,0.0
19,0,19,52,3.0,3.0,52,0,,,530.0,700.0,0.0,0.0
20,0,20,171,3.0,3.0,171,0,6.216161,10.986691,522.807018,700.0,0.0,0.0
21,0,21,87,2.968488,3.0,87,0,4.636932,11.000958,511.241379,700.0,0.0,0.0
22,0,22,10,3.0,3.0,10,0,,,529.5,700.0,0.0,0.0
23,0,23,74,3.0,3.0,74,0,,,529.5,700.0,0.0,0.0
24,0,24,52,3.0,3.0,52,0,,,529.5,700.0,0.0,0.0
25,0,25,171,3.0,3.0,171,0,6.227137,11.000958,522.309942,700.0,0.0,0.0
26,0,26,171,2.983731,3.0,171,0,4.54101,10.69987,514.807018,689.0,0.0,0.0
27,0,27,52,3.0,3.0,52,0,,,524.0,689.0,0.0,0.0
28,0,28,171,3.0,3.0,171,0,6.080039,10.69987,516.906433,689.0,0.0,0.0
29,0,29,171,2.983758,3.0,171,0,4.085136,9.320837,490.736842,640.0,0.0,0.0
30,0,30,52,3.0,3.0,52,0,,,499.5,640.0,0.0,0.0
31,0,31,171,3.0,3.0,171,0,5.393477,9.320837,492.836257,640.0,0.0,0.0
32,0,32,171,2.983779,3.0,171,0,3.697451,8.148565,469.614035,597.0,0.0,0.0
33,0,33,52,3.0,3.0,52,0,,,478.0,597.0,0.0,0.0
34,0,34,171,3.0,3.0,171,0,4.809761,8.148565,471.71345,597.0,0.0,0.0
35,0,35,171,2.983795,3.0,171,0,3.366138,7.147774,451.929825,561.0,0.0,0.0
36,0,36,52,3.0,3.0,52,0,,,460.0,561.0,0.0,0.0
