edge_id,node_a,node_b,seam_length_px,mean_continuity_discontinuity_score,max_continuity_discontinuity_score,collider_flip_count,domain_flip_count,path_length_delta_mean,path_length_delta_max,step_count_delta_mean,step_count_delta_max,boundary_event_delta_mean,boundary_event_delta_max
1,0,1,132,2.334107,2.373467,132,0,1.670534,1.867337,204.0,408.0,0.0,0.0
2,0,2,394,2.992696,3.0,394,0,4.335314,8.73596,546.104061,700.0,0.0,0.0
3,0,3,394,2.992692,3.0,394,0,4.344651,8.762117,545.609137,700.0,0.0,0.0
4,0,4,394,2.9927,3.0,394,0,4.356955,8.78656,545.114213,700.0,0.0,0.0
5,0,5,172,2.983509,3.0,172,0,3.878572,8.809379,541.511628,700.0,0.0,0.0
6,0,6,52,3.0,3.0,52,0,,,552.0,700.0,0.0,0.0
7,0,7,170,3.0,3.0,170,0,5.109944,8.809379,545.505882,700.0,0.0,0.0
8,0,8,171,2.983549,3.0,171,0,3.89145,8.830488,542.315789,700.0,0.0,0.0
9,0,9,53,3.0,3.0,53,0,,,549.207547,700.0,0.0,0.0
10,0,10,170,3.0,3.0,170,0,5.12498,8.830488,545.505882,700.0,0.0,0.0
11,0,11,171,2.983589,3.0,171,0,3.903778,8.849904,541.824561,700.0,0.0,0.0
12,0,12,52,3.0,3.0,52,0,,,551.5,700.0,0.0,0.0
13,0,13,171,3.0,3.0,171,0,5.139183,8.849904,544.181287,700.0,0.0,0.0
14,0,14,171,2.983629,3.0,171,0,3.915407,8.867618,541.824561,700.0,0.0,0.0
15,0,15,53,3.0,3.0,53,0,,,548.698113,700.0,0.0,0.0
16,0,16,170,3.0,3.0,170,0,5.152453,8.867618,545.011765,700.0,0.0,0.0
17,0,17,171,2.983666,3.0,171,0,3.926147,8.88359,541.824561,700.0,0.0,0.0
18,0,18,52,3.0,3.0,52,0,,,551.5,700.0,0.0,0.0
19,0,19,171,3.0,3.0,171,0,5.164604,8.88359,544.181287,700.0,0.0,0.0
20,0,20,87,2.968488,3.0,87,0,3.935907,8.897879,532.482759,700.0,0.0,0.0
21,0,21,10,3.0,3.0,10,0,,,551.5,700.0,0.0,0.0
22,0,22,75,3.0,3.0,75,0,,,549.52,700.0,0.0,0.0
23,0,23,52,3.0,3.0,52,0,,,551.5,700.0,0.0,0.0
24,0,24,170,3.0,3.0,170,0,5.175606,8.897879,545.011765,700.0,0.0,0.0
25,0,25,171,2.983731,3.0,171,0,3.944528,8.910404,541.333333,700.0,0.0,0.0
26,0,26,53,3.0,3.0,53,0,,,548.188679,700.0,0.0,0.0
27,0,27,170,3.0,3.0,170,0,5.185303,8.910404,544.517647,700.0,0.0,0.0
28,0,28,172,2.983758,3.0,172,0,3.951896,8.921151,540.523256,700.0,0.0,0.0
29,0,29,52,3.0,3.0,52,0,,,551.0,700.0,0.0,0.0
30,0,30,170,3.0,3.0,170,0,5.193635,8.921151,544.517647,700.0,0.0,0.0
31,0,31,172,2.983779,3.0,172,0,3.697453,8.148584,525.383721,669.0,0.0,0.0
32,0,32,52,3.0,3.0,52,0,,,535.5,669.0,0.0,0.0
33,0,33,170,3.0,3.0,170,0,4.809761,8.148584,529.2,669.0,0.0,0.0
34,0,34,171,2.983795,3.0,171,0,3.366133,7.14779,506.45614,629.0,0.0,0.0
35,0,35,53,3.0,3.0,53,0,,,513.358491,629.0,0.0,0.0
36,0,36,170,3.0,3.0,170,0,4.311182,7.14779,509.435294,629.0,0.0,0.0
37,0,37,171,2.983804,3.0,171,0,3.08379,6.29646,489.754386,595.0,0.0,0.0
38,0,38,53,3.0,3.0,53,0,,,496.679245,595.0,0.0,0.0
39,0,39,170,3.0,3.0,170,0,3.886712,6.29646,492.635294,595.0,0.0,0.0
40,0,40,171,2.983808,3.0,171,0,2.842787,5.571881,475.508772,566.0,0.0,0.0
41,0,41,53,3.0,3.0,53,0,,,482.45283,566.0,0.0,0.0
42,0,42,170,3.0,3.0,170,0,3.524925,5.571881,478.305882,566.0,0.0,0.0
43,0,43,171,2.983701,3.0,171,0,2.63666,4.954793,463.22807,541.0,0.0,0.0
44,0,44,52,3.0,3.0,52,0,,,471.5,541.0,0.0,0.0
45,0,45,171,3.0,3.0,171,0,3.216156,4.954793,465.578947,541.0,0.0,0.0
46,0,46,172,2.982482,3.0,172,0,2.459917,4.42878,452.616279,520.0,0.0,0.0
47,0,47,52,3.0,3.0,52,0,,,461.0,520.0,0.0,0.0
48,0,48,170,3.0,3.0,170,0,2.952216,4.42878,455.576471,520.0,0.0,0.0
49,0,49,171,2.981425,3.0,171,0,2.306683,3.976349,444.070175,502.0,0.0,0.0
50,0,50,53,3.0,3.0,53,0,,,451.056604,502.0,0.0,0.0
51,0,51,170,3.0,3.0,170,0,2.724295,3.976349,446.682353,502.0,0.0,0.0
52,0,52,172,2.980513,3.0,172,0,2.174361,3.589744,435.517442,486.0,0.0,0.0
53,0,53,52,3.0,3.0,52,0,,,443.5,486.0,0.0,0.0
54,0,54,170,3.0,3.0,170,0,2.528512,3.589744,438.282353,486.0,0.0,0.0
55,0,55,171,2.979721,3.0,171,0,2.059559,3.258844,429.333333,473.0,0.0,0.0
56,0,56,53,3.0,3.0,53,0,,,436.320755,473.0,0.0,0.0
57,0,57,170,3.0,3.0,170,0,2.359792,3.258844,431.858824,473.0,0.0,0.0
58,0,58,172,2.97903,3.0,172,0,1.959389,2.975077,423.796512,462.0,0.0,0.0
59,0,59,52,3.0,3.0,52,0,,,431.5,462.0,0.0,0.0
60,0,60,170,3.0,3.0,170,0,2.213835,2.975077,426.423529,462.0,0.0,0.0
61,0,61,172,2.978423,3.0,172,0,1.871391,2.731108,419.401163,453.0,0.0,0.0
62,0,62,52,3.0,3.0,52,0,,,427.0,453.0,0.0,0.0
63,0,63,170,3.0,3.0,170,0,2.086945,2.731108,421.976471,453.0,0.0,0.0
64,0,64,172,2.977879,3.0,172,0,1.792386,2.517332,415.494186,445.0,0.0,0.0
65,0,65,52,3.0,3.0,52,0,,,423.0,445.0,0.0,0.0
66,0,66,170,3.0,3.0,170,0,1.974369,2.517332,418.023529,445.0,0.0,0.0
67,0,67,172,2.977392,3.0,172,0,1.721874,2.332343,412.075581,438.0,0.0,0.0
68,0,68,52,3.0,3.0,52,0,,,419.5,438.0,0.0,0.0
69,0,69,74,3.0,3.0,74,0,,,419.5,438.0,0.0,0.0
70,0,70,10,3.0,3.0,10,0,,,419.5,438.0,0.0,0.0
71,0,71,86,3.0,3.0,86,0,1.875346,2.332343,409.744186,438.0,0.0,0.0
72,0,72,172,2.976954,3.0,172,0,1.658301,2.171518,409.145349,432.0,0.0,0.0
73,0,73,52,3.0,3.0,52,0,,,416.5,432.0,0.0,0.0
74,0,74,170,3.0,3.0,170,0,1.78756,2.171518,411.6,432.0,0.0,0.0
75,0,75,172,2.976555,3.0,172,0,1.600429,2.031058,406.703488,427.0,0.0,0.0
76,0,76,52,3.0,3.0,52,0,,,414.0,427.0,0.0,0.0
77,0,77,170,3.0,3.0,170,0,1.709153,2.031058,409.129412,427.0,0.0,0.0
