node_id,hit,collider_id,domain_id,area_px,centroid_x,centroid_y,bbox_x0,bbox_y0,bbox_x1,bbox_y1,mean_path_length,mean_step_count,mean_boundary_event_count
0,0,0,0,42079,163.056,89.589,0,0,319,179,11.104433,183.569714,0.0
1,1,25836914057,0,33,79.0,25.0,63,25,95,25,8.653395,392.0,0.0
2,1,25836914057,0,485,149.8,27.8,63,27,256,29,8.442495,514.6,0.0
3,1,25836914057,0,517,151.391,31.874,63,31,256,33,8.40542,506.324952,0.0
4,1,25836914057,0,453,150.245,35.715,63,35,256,37,8.402189,522.187638,0.0
5,1,25836914057,0,252,104.5,40.0,63,39,146,41,8.393054,492.666667,0.0
6,1,25887245710,0,78,159.5,40.0,147,39,172,41,8.135323,492.666667,0.0
7,1,25836914057,0,187,211.198,39.652,173,39,256,41,8.377293,528.700535,0.0
8,1,25836914057,0,252,104.5,44.0,63,43,146,45,8.371574,492.0,0.0
9,1,25887245710,0,65,158.2,43.8,147,43,172,45,8.120186,512.8,0.0
10,1,25836914057,0,168,214.5,43.5,173,43,256,44,8.37414,544.0,0.0
11,1,25836914057,0,252,104.5,48.0,63,47,146,49,8.351852,492.0,0.0
12,1,25887245710,0,78,159.5,48.0,147,47,172,49,8.093406,492.0,0.0
13,1,25836914057,0,187,211.198,47.652,173,47,256,49,8.335699,528.149733,0.0
14,1,25836914057,0,252,104.5,52.0,63,51,146,53,8.333906,492.0,0.0
15,1,25887245710,0,65,158.2,51.8,147,51,172,53,8.081652,512.8,0.0
16,1,25836914057,0,168,214.5,51.5,173,51,256,52,8.336029,544.0,0.0
17,1,25836914057,0,252,104.5,56.0,63,55,146,57,8.317743,491.333333,0.0
18,1,25887245710,0,65,158.2,55.8,147,55,172,57,8.0651,512.2,0.0
19,1,25836914057,0,168,214.5,55.5,173,55,256,56,8.319642,543.5,0.0
20,1,25836914057,0,126,83.5,60.0,63,59,104,61,8.434898,491.333333,0.0
21,1,25937577361,0,15,107.0,60.0,105,59,109,61,8.168152,491.333333,0.0
22,1,25836914057,0,111,128.0,60.0,110,59,146,61,8.16049,491.333333,0.0
23,1,25887245710,0,65,158.2,59.8,147,59,172,61,8.050374,512.2,0.0
24,1,25836914057,0,168,214.5,59.5,173,59,256,60,8.305048,543.5,0.0
25,1,25836914057,0,252,104.5,64.0,63,63,146,65,8.290811,491.333333,0.0
26,1,25887245710,0,65,158.2,63.8,147,63,172,65,8.037482,512.2,0.0
27,1,25836914057,0,168,214.5,63.5,173,63,256,64,8.292258,543.5,0.0
28,1,25836914057,0,252,104.5,68.0,63,67,146,69,8.28006,487.666667,0.0
29,1,25887245710,0,65,158.2,67.8,147,67,172,69,8.02644,507.8,0.0
30,1,25836914057,0,168,214.5,67.5,173,67,256,68,8.281281,538.0,0.0
31,1,25836914057,0,252,104.5,72.0,63,71,146,73,8.271127,472.333333,0.0
32,1,25887245710,0,65,158.2,71.8,147,71,172,73,8.017248,489.4,0.0
33,1,25836914057,0,168,214.5,71.5,173,71,256,72,8.27212,515.0,0.0
34,1,25836914057,0,252,104.5,76.0,63,75,146,77,8.26402,459.0,0.0
35,1,25887245710,0,65,158.2,75.8,147,75,172,77,8.009914,473.6,0.0
