node_id,hit,collider_id,domain_id,area_px,centroid_x,centroid_y,bbox_x0,bbox_y0,bbox_x1,bbox_y1,mean_path_length,mean_step_count,mean_boundary_event_count
0,0,0,0,39161,160.207,89.355,0,0,319,179,11.25706,182.777661,0.0
1,1,25836914057,0,97,111.0,25.0,63,25,159,25,8.462289,340.0,0.0
2,1,25836914057,0,549,154.661,27.94,63,27,256,29,8.43002,466.566485,0.0
3,1,25836914057,0,549,154.661,31.94,63,31,256,33,8.403198,465.919854,0.0
4,1,25836914057,0,574,159.216,35.986,63,35,256,37,8.390914,459.686411,0.0
5,1,25887245710,0,7,169.0,37.0,166,37,172,37,8.113461,337.0,0.0
6,1,25836914057,0,252,104.5,40.0,63,39,146,41,8.393069,458.0,0.0
7,1,25887245710,0,78,159.5,40.0,147,39,172,41,8.135342,458.0,0.0
8,1,25836914057,0,252,214.5,40.0,173,39,256,41,8.393069,458.0,0.0
9,1,25836914057,0,252,104.5,44.0,63,43,146,45,8.371589,457.333333,0.0
10,1,25887245710,0,78,159.5,44.0,147,43,172,45,8.113486,457.333333,0.0
11,1,25836914057,0,251,214.335,43.996,173,43,256,45,8.370342,457.816733,0.0
12,1,25836914057,0,252,104.5,48.0,63,47,146,49,8.351868,457.333333,0.0
13,1,25887245710,0,78,159.5,48.0,147,47,172,49,8.093425,457.333333,0.0
14,1,25836914057,0,252,214.5,48.0,173,47,256,49,8.351868,457.333333,0.0
15,1,25836914057,0,252,104.5,52.0,63,51,146,53,8.333921,457.333333,0.0
16,1,25887245710,0,78,159.5,52.0,147,51,172,53,8.07516,457.333333,0.0
17,1,25836914057,0,252,214.5,52.0,173,51,256,53,8.333921,457.333333,0.0
18,1,25836914057,0,252,104.5,56.0,63,55,146,57,8.317758,457.333333,0.0
19,1,25887245710,0,78,159.5,56.0,147,55,172,57,8.058713,457.333333,0.0
20,1,25836914057,0,251,214.335,55.996,173,55,256,57,8.316498,457.816733,0.0
21,1,25836914057,0,126,83.5,60.0,63,59,104,61,8.434913,456.0,0.0
22,1,25937577361,0,15,107.0,60.0,105,59,109,61,8.168162,456.0,0.0
23,1,25836914057,0,111,128.0,60.0,110,59,146,61,8.160508,456.0,0.0
24,1,25887245710,0,78,159.5,60.0,147,59,172,61,8.044089,456.0,0.0
25,1,25836914057,0,252,214.5,60.0,173,59,256,61,8.30339,456.0,0.0
26,1,25836914057,0,252,104.5,64.0,63,63,146,65,8.290827,437.666667,0.0
27,1,25887245710,0,78,159.5,64.0,147,63,172,65,8.031299,437.666667,0.0
28,1,25836914057,0,219,210.658,63.849,173,63,256,65,8.265897,453.136986,0.0
29,1,25836914057,0,252,104.5,68.0,63,67,146,69,8.280077,422.333333,0.0
30,1,25887245710,0,78,159.5,68.0,147,67,172,69,8.020359,422.333333,0.0
31,1,25836914057,0,251,214.335,67.996,173,67,256,69,8.278807,422.681275,0.0
32,1,25836914057,0,252,104.5,72.0,63,71,146,73,8.271143,409.333333,0.0
33,1,25887245710,0,78,159.5,72.0,147,71,172,73,8.011264,409.333333,0.0
34,1,25836914057,0,251,214.335,71.996,173,71,256,73,8.269869,409.629482,0.0
35,1,25836914057,0,252,104.5,76.0,63,75,146,77,8.264036,398.0,0.0
36,1,25887245710,0,78,159.5,76.0,147,75,172,77,8.00403,398.0,0.0
37,1,25836914057,0,219,210.658,75.849,173,75,256,77,8.238822,407.493151,0.0
38,1,25836914057,0,252,104.5,80.0,63,79,146,81,8.25876,388.333333,0.0
39,1,25887245710,0,78,159.5,80.0,147,79,172,81,7.998658,388.333333,0.0
40,1,25836914057,0,251,214.335,79.996,173,79,256,81,8.257481,388.545817,0.0
41,1,25836914057,0,252,104.5,84.0,63,83,146,85,8.255317,380.333333,0.0
42,1,25887245710,0,78,159.5,84.0,147,83,172,85,7.99515,380.333333,0.0
43,1,25836914057,0,251,214.335,83.996,173,83,256,85,8.254036,380.513944,0.0
44,1,25836914057,0,252,104.5,88.0,63,87,146,89,8.25371,373.666667,0.0
45,1,25887245710,0,78,159.5,88.0,147,87,172,89,7.993515,373.666667,0.0
46,1,25836914057,0,252,214.5,88.0,173,87,256,89,8.25371,373.666667,0.0
47,1,25836914057,0,252,104.5,92.0,63,91,146,93,8.25394,367.666667,0.0
48,1,25887245710,0,78,159.5,92.0,147,91,172,93,7.993749,367.666667,0.0
