edge_id,node_a,node_b,seam_length_px,mean_continuity_discontinuity_score,max_continuity_discontinuity_score,collider_flip_count,domain_flip_count,path_length_delta_mean,path_length_delta_max,step_count_delta_mean,step_count_delta_max,boundary_event_delta_mean,boundary_event_delta_max
1,0,1,392,2.996358,3.0,392,0,3.330977,5.231232,598.826531,700.0,0.0,0.0
2,0,2,394,2.992746,3.0,394,0,2.958751,5.257362,596.586294,700.0,0.0,0.0
3,0,3,392,2.996348,3.0,392,0,3.351418,5.281845,597.341837,700.0,0.0,0.0
4,0,4,170,2.991681,3.0,170,0,3.363753,5.304641,595.905882,700.0,0.0,0.0
5,0,5,52,3.0,3.0,52,0,,,603.0,700.0,0.0,0.0
6,0,6,170,3.0,3.0,170,0,3.363753,5.304641,595.905882,700.0,0.0,0.0
7,0,7,172,2.983579,3.0,172,0,2.727598,5.325752,591.424419,700.0,0.0,0.0
8,0,8,52,3.0,3.0,52,0,,,602.5,700.0,0.0,0.0
9,0,9,170,3.0,3.0,170,0,3.37591,5.325752,595.411765,700.0,0.0,0.0
10,0,10,170,2.991698,3.0,170,0,3.387679,5.345136,595.411765,700.0,0.0,0.0
11,0,11,52,3.0,3.0,52,0,,,602.5,700.0,0.0,0.0
12,0,12,170,3.0,3.0,170,0,3.387679,5.345136,595.411765,700.0,0.0,0.0
13,0,13,172,2.983618,3.0,172,0,2.74557,5.362838,590.930233,700.0,0.0,0.0
14,0,14,52,3.0,3.0,52,0,,,602.0,700.0,0.0,0.0
15,0,15,170,3.0,3.0,170,0,3.398881,5.362838,594.917647,700.0,0.0,0.0
16,0,16,170,2.99172,3.0,170,0,3.409301,5.378862,594.423529,700.0,0.0,0.0
17,0,17,52,3.0,3.0,52,0,,,601.5,700.0,0.0,0.0
18,0,18,170,3.0,3.0,170,0,3.409301,5.378862,594.423529,700.0,0.0,0.0
19,0,19,88,2.96841,3.0,88,0,2.761766,5.393126,579.875,700.0,0.0,0.0
20,0,20,10,3.0,3.0,10,0,,,601.5,700.0,0.0,0.0
21,0,21,74,3.0,3.0,74,0,,,601.5,700.0,0.0,0.0
22,0,22,52,3.0,3.0,52,0,,,601.5,700.0,0.0,0.0
23,0,23,170,3.0,3.0,170,0,3.418808,5.393126,594.423529,700.0,0.0,0.0
24,0,24,170,2.991742,3.0,170,0,3.427255,5.405661,594.423529,700.0,0.0,0.0
25,0,25,52,3.0,3.0,52,0,,,601.5,700.0,0.0,0.0
26,0,26,170,3.0,3.0,170,0,3.427255,5.405661,594.423529,700.0,0.0,0.0
27,0,27,170,2.99175,3.0,170,0,3.434521,5.416442,593.929412,700.0,0.0,0.0
28,0,28,52,3.0,3.0,52,0,,,601.0,700.0,0.0,0.0
29,0,29,170,3.0,3.0,170,0,3.434521,5.416442,593.929412,700.0,0.0,0.0
30,0,30,172,2.983708,3.0,172,0,2.779505,5.425443,589.94186,700.0,0.0,0.0
31,0,31,52,3.0,3.0,52,0,,,601.0,700.0,0.0,0.0
32,0,32,170,3.0,3.0,170,0,3.44051,5.425443,593.929412,700.0,0.0,0.0
33,0,33,170,2.991762,3.0,170,0,3.445218,5.432756,593.929412,700.0,0.0,0.0
34,0,34,52,3.0,3.0,52,0,,,601.0,700.0,0.0,0.0
35,0,35,170,3.0,3.0,170,0,3.445218,5.432756,593.929412,700.0,0.0,0.0
36,0,36,172,2.983721,3.0,172,0,2.785554,5.438243,589.447674,700.0,0.0,0.0
37,0,37,52,3.0,3.0,52,0,,,600.5,700.0,0.0,0.0
38,0,38,170,3.0,3.0,170,0,3.448466,5.438243,593.435294,700.0,0.0,0.0
39,0,39,170,2.991764,3.0,170,0,3.450309,5.442019,593.435294,700.0,0.0,0.0
40,0,40,52,3.0,3.0,52,0,,,600.5,700.0,0.0,0.0
41,0,41,170,3.0,3.0,170,0,3.450309,5.442019,593.435294,700.0,0.0,0.0
42,0,42,170,2.991656,3.0,170,0,3.205996,4.954782,581.576471,676.0,0.0,0.0
43,0,43,52,3.0,3.0,52,0,,,588.5,676.0,0.0,0.0
44,0,44,170,3.0,3.0,170,0,3.205996,4.954782,581.576471,676.0,0.0,0.0
45,0,45,170,2.990426,3.0,170,0,2.941646,4.428781,568.729412,650.0,0.0,0.0
46,0,46,52,3.0,3.0,52,0,,,575.5,650.0,0.0,0.0
47,0,47,170,3.0,3.0,170,0,2.941646,4.428781,568.729412,650.0,0.0,0.0
48,0,48,170,2.989365,3.0,170,0,2.713374,3.976328,557.364706,627.0,0.0,0.0
49,0,49,52,3.0,3.0,52,0,,,564.0,627.0,0.0,0.0
50,0,50,170,3.0,3.0,170,0,2.713374,3.976328,557.364706,627.0,0.0,0.0
51,0,51,170,2.988452,3.0,170,0,2.517271,3.589688,547.976471,608.0,0.0,0.0
52,0,52,52,3.0,3.0,52,0,,,554.5,608.0,0.0,0.0
53,0,53,170,3.0,3.0,170,0,2.517271,3.589688,547.976471,608.0,0.0,0.0
54,0,54,172,2.979616,3.0,172,0,2.044289,3.25885,536.703488,592.0,0.0,0.0
55,0,55,52,3.0,3.0,52,0,,,546.5,592.0,0.0,0.0
