node_id,hit,collider_id,domain_id,area_px,centroid_x,centroid_y,bbox_x0,bbox_y0,bbox_x1,bbox_y1,mean_path_length,mean_step_count,mean_boundary_event_count
0,0,0,0,45174,159.521,89.502,0,0,319,179,10.717112,187.197791,0.0
1,1,25836914057,0,388,159.5,27.5,63,27,256,28,8.444562,605.0,0.0
2,1,25836914057,0,389,159.252,31.504,63,31,256,33,8.418436,604.254499,0.0
3,1,25836914057,0,388,159.5,35.5,63,35,256,36,8.392323,603.5,0.0
4,1,25836914057,0,168,104.5,39.5,63,39,146,40,8.395834,603.0,0.0
5,1,25887245710,0,52,159.5,39.5,147,39,172,40,8.138152,603.0,0.0
6,1,25836914057,0,168,214.5,39.5,173,39,256,40,8.395834,603.0,0.0
7,1,25836914057,0,169,104.254,43.509,63,43,146,45,8.375972,601.923077,0.0
8,1,25887245710,0,52,159.5,43.5,147,43,172,44,8.116071,602.5,0.0
9,1,25836914057,0,168,214.5,43.5,173,43,256,44,8.374135,602.5,0.0
10,1,25836914057,0,168,104.5,47.5,63,47,146,48,8.354193,602.5,0.0
11,1,25887245710,0,52,159.5,47.5,147,47,172,48,8.095784,602.5,0.0
12,1,25836914057,0,168,214.5,47.5,173,47,256,48,8.354193,602.5,0.0
13,1,25836914057,0,169,104.254,51.509,63,51,146,53,8.337877,601.420118,0.0
14,1,25887245710,0,52,159.5,51.5,147,51,172,52,8.077293,602.0,0.0
15,1,25836914057,0,168,214.5,51.5,173,51,256,52,8.336025,602.0,0.0
16,1,25836914057,0,168,104.5,55.5,63,55,146,56,8.319638,601.5,0.0
17,1,25887245710,0,52,159.5,55.5,147,55,172,56,8.060617,601.5,0.0
18,1,25836914057,0,168,214.5,55.5,173,55,256,56,8.319638,601.5,0.0
19,1,25836914057,0,85,83.259,59.518,63,59,104,61,8.438707,600.341176,0.0
20,1,25937577361,0,10,107.0,59.5,105,59,109,60,8.168181,601.5,0.0
21,1,25836914057,0,74,128.0,59.5,110,59,146,60,8.162184,601.5,0.0
22,1,25887245710,0,52,159.5,59.5,147,59,172,60,8.045764,601.5,0.0
23,1,25836914057,0,168,214.5,59.5,173,59,256,60,8.305042,601.5,0.0
24,1,25836914057,0,168,104.5,63.5,63,63,146,64,8.292255,601.5,0.0
25,1,25887245710,0,52,159.5,63.5,147,63,172,64,8.032746,601.5,0.0
26,1,25836914057,0,168,214.5,63.5,173,63,256,64,8.292255,601.5,0.0
27,1,25836914057,0,168,104.5,67.5,63,67,146,68,8.281276,601.0,0.0
28,1,25887245710,0,52,159.5,67.5,147,67,172,68,8.021569,601.0,0.0
29,1,25836914057,0,168,214.5,67.5,173,67,256,68,8.281276,601.0,0.0
30,1,25836914057,0,169,104.254,71.509,63,71,146,73,8.274,600.414201,0.0
31,1,25887245710,0,52,159.5,71.5,147,71,172,72,8.012244,601.0,0.0
32,1,25836914057,0,168,214.5,71.5,173,71,256,72,8.272115,601.0,0.0
33,1,25836914057,0,168,104.5,75.5,63,75,146,76,8.26478,601.0,0.0
34,1,25887245710,0,52,159.5,75.5,147,75,172,76,8.004777,601.0,0.0
35,1,25836914057,0,168,214.5,75.5,173,75,256,76,8.26478,601.0,0.0
36,1,25836914057,0,169,104.254,79.509,63,79,146,81,8.26117,599.911243,0.0
37,1,25887245710,0,52,159.5,79.5,147,79,172,80,7.999174,600.5,0.0
38,1,25836914057,0,168,214.5,79.5,173,79,256,80,8.259274,600.5,0.0
