timestamp,step_length,traversal,cell_dir,effective_status,beauty_hash,beauty_png_count,beauty_exact_once,beauty_expected_pixels,beauty_pixels_written_once,beauty_pixels_unwritten,beauty_pixels_multi_written,traversal_expected_pixels,traversal_pixels_once,traversal_pixels_unwritten,traversal_pixels_multi_written,traversal_exact_once,changed_pixels_vs_row,band_pixels,band_percent,horizontal_band_score,vertical_band_score,max_horizontal_run_length,local_artifact_cluster_count,max_tile_local_run_length,corner_roi_required_precision,corner_roi_ownership_change_samples,corner_roi_collider_flip_samples,corner_roi_mean_max_risk,notes
2026-05-03T20:44:38Z,0.015,row,/home/bb/code/godot_xPRIMEray/output/tile_commit_traversal_comparison/20260503T204408Z/beauty/step_0.015/row,0,6a3268962105953e19864764a90e0b76b8d307dfaf6db61270f866da507cf0fc,10,0,57600,960,56640,0,57600,57600,0,0,1,0,9285,16.1198,0.182488,0.159362,156,185,16,,,,,godot_shutdown_abort_after_harness_success
