node_id,hit,collider_id,domain_id,area_px,centroid_x,centroid_y,bbox_x0,bbox_y0,bbox_x1,bbox_y1,mean_path_length,mean_step_count,mean_boundary_event_count
0,0,0,0,36317,163.422,89.501,0,0,319,179,11.255597,197.736432,0.0
1,1,25836914057,0,12557,119.605,89.355,63,25,256,154,8.349749,297.551007,0.0
2,1,25887245710,0,7,169.0,37.0,166,37,172,37,8.113438,253.0,0.0
3,1,25887245710,0,78,159.5,40.0,147,39,172,41,8.135312,402.0,0.0
4,1,25836914057,0,252,214.5,40.0,173,39,256,41,8.393041,402.0,0.0
5,1,25887245710,0,78,159.5,44.0,147,43,172,45,8.113459,401.333333,0.0
6,1,25836914057,0,252,214.5,44.0,173,43,256,45,8.371561,401.333333,0.0
7,1,25887245710,0,78,159.5,48.0,147,47,172,49,8.093396,399.333333,0.0
8,1,25836914057,0,252,214.5,48.0,173,47,256,49,8.351841,399.333333,0.0
9,1,25887245710,0,78,159.5,52.0,147,51,172,53,8.075131,377.333333,0.0
10,1,25836914057,0,252,214.5,52.0,173,51,256,53,8.333895,377.333333,0.0
11,1,25887245710,0,533,158.707,66.0,147,55,172,77,8.031576,315.95122,0.0
12,1,25836914057,0,252,214.5,56.0,173,55,256,57,8.317731,358.333333,0.0
13,1,25937577361,0,22,107.091,60.091,105,58,109,62,8.173896,312.954545,0.0
14,1,25836914057,0,252,214.5,60.0,173,59,256,61,8.303364,341.666667,0.0
15,1,25836914057,0,252,214.5,64.0,173,63,256,65,8.290799,328.0,0.0
16,1,25836914057,0,252,214.5,68.0,173,67,256,69,8.280048,316.666667,0.0
17,1,25836914057,0,252,214.5,72.0,173,71,256,73,8.271116,306.666667,0.0
18,1,25836914057,0,252,214.5,76.0,173,75,256,77,8.264009,298.333333,0.0
19,1,25887245710,0,260,158.85,84.0,147,79,172,89,7.998496,281.9,0.0
20,1,25836914057,0,252,214.5,80.0,173,79,256,81,8.258732,291.0,0.0
21,1,25836914057,0,252,214.5,84.0,173,83,256,85,8.255289,285.0,0.0
22,1,25836914057,0,252,214.5,88.0,173,87,256,89,8.253682,280.0,0.0
23,1,25887245710,0,260,158.85,96.0,147,91,172,101,7.999198,269.9,0.0
24,1,25836914057,0,252,214.5,92.0,173,91,256,93,8.253912,275.666667,0.0
25,1,25836914057,0,252,214.5,96.0,173,95,256,97,8.255977,271.666667,0.0
26,1,25836914057,0,252,214.5,100.0,173,99,256,101,8.25988,268.666667,0.0
27,1,25887245710,0,78,159.5,104.0,147,103,172,105,8.005633,266.0,0.0
28,1,25836914057,0,252,214.5,104.0,173,103,256,105,8.265614,266.0,0.0
29,1,25887245710,0,78,159.5,108.0,147,107,172,109,8.013333,263.666667,0.0
30,1,25836914057,0,252,214.5,108.0,173,107,256,109,8.273178,263.666667,0.0
31,1,25887245710,0,78,159.5,112.0,147,111,172,113,8.022888,261.666667,0.0
32,1,25836914057,0,252,214.5,112.0,173,111,256,113,8.282565,261.666667,0.0
33,1,25887245710,0,78,159.5,116.0,147,115,172,117,8.034296,260.0,0.0
34,1,25836914057,0,248,214.548,115.984,173,115,256,117,8.294536,260.145161,0.0
35,1,25987909012,0,4,211.5,117.0,210,117,213,117,8.182247,251.0,0.0
36,1,25887245710,0,78,159.5,120.0,147,119,172,121,8.047543,258.333333,0.0
37,1,25836914057,0,112,191.17,120.009,173,119,210,121,8.164739,258.267857,0.0
38,1,25987909012,0,13,212.0,119.846,210,119,214,121,8.17357,259.461538,0.0
39,1,25836914057,0,127,235.331,120.008,214,119,256,121,8.436971,258.275591,0.0
40,1,25887245710,0,78,159.5,124.0,147,123,172,125,8.062624,257.333333,0.0
41,1,25836914057,0,252,214.5,124.0,173,123,256,125,8.321604,257.333333,0.0
42,1,25887245710,0,78,159.5,128.0,147,127,172,129,8.079528,256.333333,0.0
43,1,25836914057,0,252,214.5,128.0,173,127,256,129,8.338214,256.333333,0.0
44,1,25887245710,0,78,159.5,132.0,147,131,172,133,8.098243,255.333333,0.0
45,1,25836914057,0,252,214.5,132.0,173,131,256,133,8.356605,255.333333,0.0
46,1,25887245710,0,78,159.5,136.0,147,135,172,137,8.118756,254.666667,0.0
47,1,25836914057,0,252,214.5,136.0,173,135,256,137,8.376767,254.666667,0.0
48,1,25887245710,0,78,159.5,140.0,147,139,172,141,8.141053,253.333333,0.0
49,1,25836914057,0,252,214.5,140.0,173,139,256,141,8.398685,253.333333,0.0
