region_id,collider_id,area,centroid_x,centroid_y,bbox_x0,bbox_y0,bbox_x1,bbox_y1,contour_pixel_count,mean_discontinuity_score,max_discontinuity_score,boundary_flip_count,high_vector_count,boundary_high_vector_density,boundary_aligns_with_high_vector_density
0,25836914057,12557,119.605,89.355,63,25,256,154,2584,2.872423,3.029963,4340,4340,1.679567,True
1,25887245710,7,169.0,37.0,166,37,172,37,7,1.218783,1.224511,9,9,1.285714,True
2,25887245710,78,159.5,40.0,147,39,172,41,54,2.662629,3.0,32,32,0.592593,True
3,25836914057,252,214.5,40.0,173,39,256,41,170,2.93871,3.0,87,87,0.511765,True
4,25887245710,78,159.5,44.0,147,43,172,45,54,2.662618,3.0,32,32,0.592593,True
5,25836914057,252,214.5,44.0,173,43,256,45,170,2.938706,3.0,87,87,0.511765,True
6,25887245710,78,159.5,48.0,147,47,172,49,54,2.662608,3.0,32,32,0.592593,True
7,25836914057,252,214.5,48.0,173,47,256,49,170,2.938702,3.0,87,87,0.511765,True
8,25887245710,78,159.5,52.0,147,51,172,53,54,2.662599,3.0,32,32,0.592593,True
9,25836914057,252,214.5,52.0,173,51,256,53,170,2.938698,3.0,87,87,0.511765,True
10,25887245710,533,158.707,66.0,147,55,172,77,214,2.440216,3.0,132,132,0.616822,True
11,25836914057,252,214.5,56.0,173,55,256,57,170,2.938695,3.0,87,87,0.511765,True
12,25937577361,22,107.091,60.091,105,58,109,62,13,2.162016,3.029963,20,20,1.538462,True
13,25836914057,252,214.5,60.0,173,59,256,61,170,2.938693,3.0,87,87,0.511765,True
14,25836914057,252,214.5,64.0,173,63,256,65,170,2.93869,3.0,87,87,0.511765,True
15,25836914057,252,214.5,68.0,173,67,256,69,170,2.938688,3.0,87,87,0.511765,True
16,25836914057,252,214.5,72.0,173,71,256,73,170,2.938686,3.0,87,87,0.511765,True
17,25836914057,252,214.5,76.0,173,75,256,77,170,2.938685,3.0,87,87,0.511765,True
18,25887245710,260,158.85,84.0,147,79,172,89,118,2.49949,3.0,72,72,0.610169,True
19,25836914057,252,214.5,80.0,173,79,256,81,170,2.938684,3.0,87,87,0.511765,True
20,25836914057,252,214.5,84.0,173,83,256,85,170,2.938684,3.0,87,87,0.511765,True
21,25836914057,252,214.5,88.0,173,87,256,89,170,2.938683,3.0,87,87,0.511765,True
22,25887245710,260,158.85,96.0,147,91,172,101,118,2.499491,3.0,72,72,0.610169,True
23,25836914057,252,214.5,92.0,173,91,256,93,170,2.938683,3.0,87,87,0.511765,True
24,25836914057,252,214.5,96.0,173,95,256,97,170,2.938684,3.0,87,87,0.511765,True
25,25836914057,252,214.5,100.0,173,99,256,101,170,2.938684,3.0,87,87,0.511765,True
26,25887245710,78,159.5,104.0,147,103,172,105,54,2.662564,3.0,32,32,0.592593,True
27,25836914057,252,214.5,104.0,173,103,256,105,170,2.938686,3.0,87,87,0.511765,True
28,25887245710,78,159.5,108.0,147,107,172,109,54,2.662567,3.0,32,32,0.592593,True
29,25836914057,252,214.5,108.0,173,107,256,109,170,2.938687,3.0,87,87,0.511765,True
30,25887245710,78,159.5,112.0,147,111,172,113,54,2.662573,3.0,32,32,0.592593,True
31,25836914057,252,214.5,112.0,173,111,256,113,170,2.938689,3.0,87,87,0.511765,True
32,25887245710,78,159.5,116.0,147,115,172,117,54,2.662579,3.0,32,32,0.592593,True
33,25836914057,248,214.548,115.984,173,115,256,117,170,2.879644,3.0,93,93,0.547059,True
34,25987909012,4,211.5,117.0,210,117,213,117,4,2.023469,2.029963,6,6,1.5,True
35,25887245710,78,159.5,120.0,147,119,172,121,54,2.662585,3.0,32,32,0.592593,True
36,25836914057,112,191.17,120.009,173,119,210,121,77,2.79505,3.0,45,45,0.584416,True
37,25987909012,13,212.0,119.846,210,119,214,121,10,2.159907,3.0,13,13,1.3,True
38,25836914057,127,235.331,120.008,214,119,256,121,87,2.917319,3.0,47,47,0.54023,True
39,25887245710,78,159.5,124.0,147,123,172,125,54,2.662592,3.0,32,32,0.592593,True
40,25836914057,252,214.5,124.0,173,123,256,125,170,2.938696,3.0,87,87,0.511765,True
41,25887245710,78,159.5,128.0,147,127,172,129,54,2.662601,3.0,32,32,0.592593,True
42,25836914057,252,214.5,128.0,173,127,256,129,170,2.938699,3.0,87,87,0.511765,True
43,25887245710,78,159.5,132.0,147,131,172,133,54,2.66261,3.0,32,32,0.592593,True
44,25836914057,252,214.5,132.0,173,131,256,133,170,2.938703,3.0,87,87,0.511765,True
45,25887245710,78,159.5,136.0,147,135,172,137,54,2.662621,3.0,32,32,0.592593,True
46,25836914057,252,214.5,136.0,173,135,256,137,170,2.938706,3.0,87,87,0.511765,True
47,25887245710,78,159.5,140.0,147,139,172,141,54,2.662633,3.0,32,32,0.592593,True
48,25836914057,252,214.5,140.0,173,139,256,141,170,2.938711,3.0,87,87,0.511765,True
