x,y,classification,first_stable_step,max_decision_risk,max_path_length_delta,max_normal_angle_delta,ownership_transition,stable_at_0.00625,stable_at_0.003125,risk_0.00625,risk_0.003125,path_delta_0.00625,path_delta_0.003125,normal_delta_0.00625,normal_delta_0.003125
46,38,stable,0.02,0.001435,0.011935,0.0,0,1,1,0.000551,0.000184,0.004389,0.001551,0.0,0.0
46,39,stable,0.016,0.001853,0.015204,0.0,0,1,1,0.000579,0.000193,0.004387,0.001549,0.0,0.0
46,40,stable,0.018,0.002174,0.017887,0.0,0,1,1,0.000388,3.5e-05,0.002823,1.5e-05,0.0,0.0
46,41,stable,0.02,0.001739,0.014118,0.0,0,1,1,0.000409,4.2e-05,0.002821,1.7e-05,0.0,0.0
46,42,stable,0.02,0.001587,0.012826,0.0,0,1,1,0.000225,0.000225,0.001257,0.001544,0.0,0.0
47,26,stable,0.018,0.001636,0.013535,0.0,0,1,1,7.1e-05,2e-06,0.000277,1e-05,0.0,0.0
47,27,stable,0.02,0.001861,0.015346,0.0,0,1,1,0.000214,0.000194,0.001284,0.001571,0.0,0.0
47,28,stable,0.02,0.001522,0.012576,0.0,0,1,1,0.000195,0.000213,0.001282,0.001569,0.0,0.0
47,29,stable,0.018,0.001672,0.013842,0.0,0,1,1,0.000195,0.000213,0.00128,0.001558,0.0,0.0
47,30,stable,0.02,0.001419,0.011635,0.0,0,1,1,0.000392,7e-06,0.00284,2e-06,0.0,0.0
47,31,stable,0.02,0.001434,0.011872,0.0,0,1,1,0.000369,0.0,0.002838,0.0,0.0,0.0
47,32,stable,0.015,0.001678,0.014149,0.0,0,1,1,0.000342,8e-06,0.002836,2e-06,0.0,0.0
47,33,stable,0.02,0.001293,0.010369,0.0,0,1,1,0.000409,4e-05,0.002834,4e-06,0.0,0.0
47,34,stable,0.02,0.001296,0.01059,0.0,0,1,1,0.000392,9e-06,0.002832,6e-06,0.0,0.0
47,35,stable,0.016,0.001537,0.012897,0.0,0,1,1,0.000355,3.1e-05,0.002831,8e-06,0.0,0.0
47,36,stable,0.02,0.001126,0.009129,0.0,0,1,1,0.000393,9e-06,0.002829,1e-05,0.0,0.0
47,37,stable,0.02,0.001584,0.013335,0.0,0,1,1,0.000336,3.8e-05,0.002827,1.1e-05,0.0,0.0
47,38,stable,0.016,0.001633,0.013642,0.0,0,1,1,0.000364,2e-06,0.002825,1.3e-05,0.0,0.0
47,39,stable,0.018,0.001983,0.016325,0.0,0,1,1,0.000209,0.000193,0.001261,0.001548,0.0,0.0
47,40,stable,0.02,0.001784,0.014519,0.0,0,1,1,0.000203,0.000218,0.001259,0.001546,0.0,0.0
47,41,stable,0.02,0.001403,0.011264,0.0,0,1,1,0.000111,4.4e-05,0.000305,1.8e-05,0.0,0.0
47,42,stable,0.018,0.001675,0.013508,0.0,0,1,1,0.000113,4.4e-05,0.000307,2e-05,0.0,0.0
48,26,stable,0.015,0.002171,0.018221,0.0,0,1,1,0.000551,0.000186,0.00441,0.001572,0.0,0.0
48,27,stable,0.02,0.001154,0.009452,0.0,0,1,1,0.000558,0.000186,0.004408,0.00157,0.0,0.0
48,28,stable,0.018,0.001495,0.01228,0.0,0,1,1,9.1e-05,8e-06,0.000282,5e-06,0.0,0.0
48,29,stable,0.015,0.002231,0.018528,0.0,0,1,1,9e-05,7e-06,0.000284,3e-06,0.0,0.0
48,30,stable,0.02,0.001076,0.008748,0.0,0,1,1,7.4e-05,2e-06,0.000286,1e-06,0.0,0.0
48,31,stable,0.015,0.001507,0.012587,0.0,0,1,1,0.000184,0.000185,0.001274,0.001561,0.0,0.0
48,32,stable,0.016,0.002238,0.018835,0.0,0,1,1,0.000174,0.000214,0.001272,0.001559,0.0,0.0
48,33,stable,0.02,0.001132,0.009027,0.0,0,1,1,0.000219,0.000223,0.00127,0.001557,0.0,0.0
48,34,stable,0.016,0.001379,0.011334,0.0,0,1,1,0.000186,0.000185,0.001268,0.001555,0.0,0.0
48,35,stable,0.018,0.002087,0.01758,0.0,0,1,1,0.000152,0.00022,0.001266,0.001554,0.0,0.0
48,36,stable,0.02,0.001444,0.011773,0.0,0,1,1,0.000192,0.000188,0.001265,0.001552,0.0,0.0
48,37,stable,0.016,0.001442,0.01208,0.0,0,1,1,0.000153,0.000221,0.001263,0.00155,0.0,0.0
48,38,stable,0.018,0.001765,0.014763,0.0,0,1,1,5e-05,7e-06,0.000301,1.4e-05,0.0,0.0
48,39,stable,0.02,0.001583,0.012957,0.0,0,1,1,9.3e-05,1e-05,0.000303,1.6e-05,0.0,0.0
48,40,stable,0.02,0.001203,0.009702,0.0,0,1,1,0.000572,0.000221,0.004383,0.00158,0.0,0.0
48,41,stable,0.016,0.001957,0.01595,0.0,0,1,1,0.000591,0.000223,0.004381,0.001543,0.0,0.0
48,42,stable,0.018,0.002043,0.016632,0.0,0,1,1,0.000411,4.4e-05,0.002817,2.1e-05,0.0,0.0
