node_id,hit,collider_id,domain_id,area_px,centroid_x,centroid_y,bbox_x0,bbox_y0,bbox_x1,bbox_y1,mean_path_length,mean_step_count,mean_boundary_event_count
0,0,0,0,36029,163.326,89.252,0,0,319,179,11.258447,198.868523,0.0
1,1,25836914057,0,12852,121.713,90.75,63,25,256,154,8.348823,296.517818,0.0
2,1,25887245710,0,7,169.0,37.0,166,37,172,37,8.113438,253.0,0.0
3,1,25887245710,0,78,159.5,40.0,147,39,172,41,8.135312,402.0,0.0
4,1,25836914057,0,252,214.5,40.0,173,39,256,41,8.393041,402.0,0.0
5,1,25887245710,0,260,158.85,48.0,147,43,172,53,8.096783,378.6,0.0
6,1,25836914057,0,252,214.5,44.0,173,43,256,45,8.371561,401.333333,0.0
7,1,25836914057,0,252,214.5,48.0,173,47,256,49,8.351841,399.333333,0.0
8,1,25836914057,0,252,214.5,52.0,173,51,256,53,8.333895,377.333333,0.0
9,1,25887245710,0,78,159.5,56.0,147,55,172,57,8.058682,358.333333,0.0
10,1,25836914057,0,252,214.5,56.0,173,55,256,57,8.317731,358.333333,0.0
11,1,25937577361,0,22,107.091,60.091,105,58,109,62,8.173896,312.954545,0.0
12,1,25887245710,0,273,159.19,63.905,147,59,172,69,8.033443,317.666667,0.0
13,1,25836914057,0,523,213.319,62.0,173,59,256,65,8.290674,331.787763,0.0
14,1,25836914057,0,252,214.5,68.0,173,67,256,69,8.280048,316.666667,0.0
15,1,25887245710,0,260,158.85,76.0,147,71,172,81,8.007374,293.9,0.0
16,1,25836914057,0,252,214.5,72.0,173,71,256,73,8.271116,306.666667,0.0
17,1,25836914057,0,252,214.5,76.0,173,75,256,77,8.264009,298.333333,0.0
18,1,25836914057,0,252,214.5,80.0,173,79,256,81,8.258732,291.0,0.0
19,1,25887245710,0,169,159.0,86.0,147,83,172,89,7.996432,280.076923,0.0
20,1,25836914057,0,252,214.5,84.0,173,83,256,85,8.255289,285.0,0.0
21,1,25836914057,0,252,214.5,88.0,173,87,256,89,8.253682,280.0,0.0
22,1,25887245710,0,455,158.943,99.943,147,91,172,109,8.003856,266.542857,0.0
23,1,25836914057,0,252,214.5,92.0,173,91,256,93,8.253912,275.666667,0.0
24,1,25836914057,0,555,212.984,98.0,173,95,256,101,8.247858,268.405405,0.0
25,1,25836914057,0,252,214.5,104.0,173,103,256,105,8.265614,266.0,0.0
26,1,25836914057,0,252,214.5,108.0,173,107,256,109,8.273178,263.666667,0.0
27,1,25887245710,0,273,159.19,115.905,147,111,172,121,8.035894,258.714286,0.0
28,1,25836914057,0,519,213.333,113.977,173,111,256,117,8.282027,260.549133,0.0
29,1,25987909012,0,4,211.5,117.0,210,117,213,117,8.182247,251.0,0.0
30,1,25836914057,0,112,191.17,120.009,173,119,210,121,8.164739,258.267857,0.0
31,1,25987909012,0,13,212.0,119.846,210,119,214,121,8.17357,259.461538,0.0
32,1,25836914057,0,127,235.331,120.008,214,119,256,121,8.436971,258.275591,0.0
33,1,25887245710,0,78,159.5,124.0,147,123,172,125,8.062624,257.333333,0.0
34,1,25836914057,0,252,214.5,124.0,173,123,256,125,8.321604,257.333333,0.0
35,1,25887245710,0,273,159.19,131.905,147,127,172,137,8.099666,254.809524,0.0
36,1,25836914057,0,523,213.319,130.0,173,127,256,133,8.341042,255.657744,0.0
37,1,25836914057,0,252,214.5,136.0,173,135,256,137,8.376767,254.666667,0.0
38,1,25887245710,0,85,160.282,140.165,147,139,172,142,8.138778,253.058824,0.0
