timestamp,phase,step_length,reference_step_length,traversal,stride,roi_label,cell_dir,effective_status,beauty_hash,graph_node_count,graph_edge_count,seam_length_px_total,high_discontinuity_edge_count,stable_basin_count,unsealed_region_count,epsilon_stable_area_percent,precision_floor_histogram,threshold_snap_count,graph_edit_distance_vs_reference,traversal_resonance_delta,missing_optional_fields,plateaued,notes
2026-05-04T04:24:53Z,graph_precision_sweep,0.003125,0.003125,row,1,full_frame_control_plus_roi_seeds,/home/bb/code/godot_xPRIMEray/output/transport_ownership_graph_precision_sweep/20260504T042350Z/cells/step_0.003125/row_stride_1,0,d856a25eac70b39178a63eaa08d8e564143215ef22113b679efe2c7cac5682ee,1,0,0,0,0,0,0.0,{},0,0.0,,portal_event_count,0,godot_shutdown_abort_after_harness_success
2026-05-04T04:24:25Z,graph_precision_sweep,0.015,0.003125,row,1,full_frame_control_plus_roi_seeds,/home/bb/code/godot_xPRIMEray/output/transport_ownership_graph_precision_sweep/20260504T042350Z/cells/step_0.015/row_stride_1,0,93414d8077e3b6ca6f4609976a906dcf3f50bc3fb5ef54f6f48ee88d8e7709bd,3,2,780,2,2,2,0.0,{},0,13.8,,portal_event_count,0,godot_shutdown_abort_after_harness_success
